[[{'label': 'positive', 'score': 0.27521488070487976}, {'label': 'neutral', 'score': 0.10491038113832474}, {'label': 'negative', 'score': 0.6198747158050537}]]
[[{'label': 'positive', 'score': 0.09478364884853363}, {'label': 'neutral', 'score': 0.06679726392030716}, {'label': 'negative', 'score': 0.8384191393852234}]]
[[{'label': 'positive', 'score': 0.522916316986084}, {'label': 'neutral', 'score': 0.20641452074050903}, {'label': 'negative', 'score': 0.2706691026687622}]]
[[{'label': 'positive', 'score': 0.5840148329734802}, {'label': 'neutral', 'score': 0.19105590879917145}, {'label': 'negative', 'score': 0.22492927312850952}]]
[[{'label': 'positive', 'score': 0.47202110290527344}, {'label': 'neutral', 'score': 0.2307814359664917}, {'label': 'negative', 'score': 0.2971974313259125}]]
[[{'label': 'positive', 'score': 0.5271939635276794}, {'label': 'neutral', 'score': 0.14846056699752808}, {'label': 'negative', 'score': 0.3243454098701477}]]
[[{'label': 'positive', 'score': 0.5273760557174683}, {'label': 'neutral', 'score': 0.22756947576999664}, {'label': 'negative', 'score': 0.24505449831485748}]]
[[{'label': 'positive', 'score': 0.5053370594978333}, {'label': 'neutral', 'score': 0.24988462030887604}, {'label': 'negative', 'score': 0.24477829039096832}]]
[[{'label': 'positive', 'score': 0.6007720828056335}, {'label': 'neutral', 'score': 0.13061991333961487}, {'label': 'negative', 'score': 0.2686079442501068}]]
[[{'label': 'positive', 'score': 0.08061172813177109}, {'label': 'neutral', 'score': 0.06210807338356972}, {'label': 'negative', 'score': 0.8572802543640137}]]
[[{'label': 'positive', 'score': 0.265411376953125}, {'label': 'neutral', 'score': 0.12908197939395905}, {'label': 'negative', 'score': 0.6055066585540771}]]
[[{'label': 'positive', 'score': 0.19609154760837555}, {'label': 'neutral', 'score': 0.12554024159908295}, {'label': 'negative', 'score': 0.6783682107925415}]]
[[{'label': 'positive', 'score': 0.13045716285705566}, {'label': 'neutral', 'score': 0.15708182752132416}, {'label': 'negative', 'score': 0.712460994720459}]]
[[{'label': 'positive', 'score': 0.2499522566795349}, {'label': 'neutral', 'score': 0.1890874207019806}, {'label': 'negative', 'score': 0.5609602928161621}]]
[[{'label': 'positive', 'score': 0.44582828879356384}, {'label': 'neutral', 'score': 0.2257305085659027}, {'label': 'negative', 'score': 0.32844117283821106}]]
[[{'label': 'positive', 'score': 0.5076373815536499}, {'label': 'neutral', 'score': 0.22324247658252716}, {'label': 'negative', 'score': 0.26912012696266174}]]
[[{'label': 'positive', 'score': 0.44058436155319214}, {'label': 'neutral', 'score': 0.19584080576896667}, {'label': 'negative', 'score': 0.36357492208480835}]]
[[{'label': 'positive', 'score': 0.6309106349945068}, {'label': 'neutral', 'score': 0.16579876840114594}, {'label': 'negative', 'score': 0.20329061150550842}]]
[[{'label': 'positive', 'score': 0.49562108516693115}, {'label': 'neutral', 'score': 0.18693029880523682}, {'label': 'negative', 'score': 0.31744861602783203}]]
[[{'label': 'positive', 'score': 0.5050009489059448}, {'label': 'neutral', 'score': 0.10019893944263458}, {'label': 'negative', 'score': 0.3948001563549042}]]
[[{'label': 'positive', 'score': 0.36070916056632996}, {'label': 'neutral', 'score': 0.15437670052051544}, {'label': 'negative', 'score': 0.4849141836166382}]]
[[{'label': 'positive', 'score': 0.14325611293315887}, {'label': 'neutral', 'score': 0.0890229344367981}, {'label': 'negative', 'score': 0.7677209377288818}]]
[[{'label': 'positive', 'score': 0.2344883680343628}, {'label': 'neutral', 'score': 0.15567775070667267}, {'label': 'negative', 'score': 0.6098338961601257}]]
[[{'label': 'positive', 'score': 0.17081418633460999}, {'label': 'neutral', 'score': 0.1553490310907364}, {'label': 'negative', 'score': 0.6738368272781372}]]
[[{'label': 'positive', 'score': 0.22852693498134613}, {'label': 'neutral', 'score': 0.15427494049072266}, {'label': 'negative', 'score': 0.6171981692314148}]]
[[{'label': 'positive', 'score': 0.17575107514858246}, {'label': 'neutral', 'score': 0.08428138494491577}, {'label': 'negative', 'score': 0.7399675250053406}]]
[[{'label': 'positive', 'score': 0.4908134639263153}, {'label': 'neutral', 'score': 0.22316564619541168}, {'label': 'negative', 'score': 0.2860209345817566}]]
[[{'label': 'positive', 'score': 0.2997230589389801}, {'label': 'neutral', 'score': 0.17804591357707977}, {'label': 'negative', 'score': 0.5222309827804565}]]
[[{'label': 'positive', 'score': 0.23702283203601837}, {'label': 'neutral', 'score': 0.16543160378932953}, {'label': 'negative', 'score': 0.5975455641746521}]]
[[{'label': 'positive', 'score': 0.4852154850959778}, {'label': 'neutral', 'score': 0.12283680588006973}, {'label': 'negative', 'score': 0.3919477164745331}]]
[[{'label': 'positive', 'score': 0.32343629002571106}, {'label': 'neutral', 'score': 0.1993418037891388}, {'label': 'negative', 'score': 0.47722187638282776}]]
[[{'label': 'positive', 'score': 0.5019031167030334}, {'label': 'neutral', 'score': 0.11141468584537506}, {'label': 'negative', 'score': 0.3866821825504303}]]
[[{'label': 'positive', 'score': 0.3045904338359833}, {'label': 'neutral', 'score': 0.17402434349060059}, {'label': 'negative', 'score': 0.5213851928710938}]]
[[{'label': 'positive', 'score': 0.12626320123672485}, {'label': 'neutral', 'score': 0.11654647439718246}, {'label': 'negative', 'score': 0.7571903467178345}]]
[[{'label': 'positive', 'score': 0.24786517024040222}, {'label': 'neutral', 'score': 0.436403751373291}, {'label': 'negative', 'score': 0.3157310485839844}]]
[[{'label': 'positive', 'score': 0.1909295618534088}, {'label': 'neutral', 'score': 0.1871425360441208}, {'label': 'negative', 'score': 0.6219279170036316}]]
[[{'label': 'positive', 'score': 0.5472715497016907}, {'label': 'neutral', 'score': 0.1024160087108612}, {'label': 'negative', 'score': 0.3503124713897705}]]
[[{'label': 'positive', 'score': 0.5221947431564331}, {'label': 'neutral', 'score': 0.19955001771450043}, {'label': 'negative', 'score': 0.2782552242279053}]]
[[{'label': 'positive', 'score': 0.17142178118228912}, {'label': 'neutral', 'score': 0.15094128251075745}, {'label': 'negative', 'score': 0.6776369214057922}]]
[[{'label': 'positive', 'score': 0.48967084288597107}, {'label': 'neutral', 'score': 0.1898280531167984}, {'label': 'negative', 'score': 0.32050108909606934}]]
[[{'label': 'positive', 'score': 0.3097211420536041}, {'label': 'neutral', 'score': 0.1635618805885315}, {'label': 'negative', 'score': 0.526716947555542}]]
[[{'label': 'positive', 'score': 0.2855989336967468}, {'label': 'neutral', 'score': 0.20818215608596802}, {'label': 'negative', 'score': 0.5062189698219299}]]
[[{'label': 'positive', 'score': 0.32594674825668335}, {'label': 'neutral', 'score': 0.2965542674064636}, {'label': 'negative', 'score': 0.3774990141391754}]]
[[{'label': 'positive', 'score': 0.5174872279167175}, {'label': 'neutral', 'score': 0.16460475325584412}, {'label': 'negative', 'score': 0.31790798902511597}]]
[[{'label': 'positive', 'score': 0.028287231922149658}, {'label': 'neutral', 'score': 0.11652198433876038}, {'label': 'negative', 'score': 0.8551908135414124}]]
[[{'label': 'positive', 'score': 0.49562108516693115}, {'label': 'neutral', 'score': 0.18693029880523682}, {'label': 'negative', 'score': 0.31744861602783203}]]
[[{'label': 'positive', 'score': 0.22189965844154358}, {'label': 'neutral', 'score': 0.37422093749046326}, {'label': 'negative', 'score': 0.4038793742656708}]]
[[{'label': 'positive', 'score': 0.3286993205547333}, {'label': 'neutral', 'score': 0.22183743119239807}, {'label': 'negative', 'score': 0.44946327805519104}]]
[[{'label': 'positive', 'score': 0.43649762868881226}, {'label': 'neutral', 'score': 0.16174356639385223}, {'label': 'negative', 'score': 0.4017588496208191}]]
[[{'label': 'positive', 'score': 0.26322489976882935}, {'label': 'neutral', 'score': 0.14674457907676697}, {'label': 'negative', 'score': 0.5900305509567261}]]
[[{'label': 'positive', 'score': 0.4036703407764435}, {'label': 'neutral', 'score': 0.2190646082162857}, {'label': 'negative', 'score': 0.377265065908432}]]
[[{'label': 'positive', 'score': 0.3205138146877289}, {'label': 'neutral', 'score': 0.22708649933338165}, {'label': 'negative', 'score': 0.45239967107772827}]]
[[{'label': 'positive', 'score': 0.5024287104606628}, {'label': 'neutral', 'score': 0.15947569906711578}, {'label': 'negative', 'score': 0.3380955457687378}]]
[[{'label': 'positive', 'score': 0.4003252387046814}, {'label': 'neutral', 'score': 0.22797609865665436}, {'label': 'negative', 'score': 0.37169864773750305}]]
[[{'label': 'positive', 'score': 0.6122689843177795}, {'label': 'neutral', 'score': 0.2246454507112503}, {'label': 'negative', 'score': 0.16308559477329254}]]
[[{'label': 'positive', 'score': 0.23268727958202362}, {'label': 'neutral', 'score': 0.11772718280553818}, {'label': 'negative', 'score': 0.649585485458374}]]
[[{'label': 'positive', 'score': 0.33713117241859436}, {'label': 'neutral', 'score': 0.22066420316696167}, {'label': 'negative', 'score': 0.4422045648097992}]]
[[{'label': 'positive', 'score': 0.4448995292186737}, {'label': 'neutral', 'score': 0.23188085854053497}, {'label': 'negative', 'score': 0.3232195973396301}]]
[[{'label': 'positive', 'score': 0.5163059830665588}, {'label': 'neutral', 'score': 0.1677239090204239}, {'label': 'negative', 'score': 0.31597018241882324}]]
[[{'label': 'positive', 'score': 0.3322281539440155}, {'label': 'neutral', 'score': 0.12741287052631378}, {'label': 'negative', 'score': 0.5403589606285095}]]
[[{'label': 'positive', 'score': 0.2534846365451813}, {'label': 'neutral', 'score': 0.24440032243728638}, {'label': 'negative', 'score': 0.50211501121521}]]
[[{'label': 'positive', 'score': 0.32371985912323}, {'label': 'neutral', 'score': 0.36337801814079285}, {'label': 'negative', 'score': 0.3129020631313324}]]
[[{'label': 'positive', 'score': 0.2194843590259552}, {'label': 'neutral', 'score': 0.21701788902282715}, {'label': 'negative', 'score': 0.56349778175354}]]
[[{'label': 'positive', 'score': 0.3462689220905304}, {'label': 'neutral', 'score': 0.1652730107307434}, {'label': 'negative', 'score': 0.4884580075740814}]]
[[{'label': 'positive', 'score': 0.2025652527809143}, {'label': 'neutral', 'score': 0.13922396302223206}, {'label': 'negative', 'score': 0.6582107543945312}]]
[[{'label': 'positive', 'score': 0.2607625424861908}, {'label': 'neutral', 'score': 0.29729577898979187}, {'label': 'negative', 'score': 0.4419417083263397}]]
[[{'label': 'positive', 'score': 0.3057960271835327}, {'label': 'neutral', 'score': 0.21393322944641113}, {'label': 'negative', 'score': 0.48027071356773376}]]
[[{'label': 'positive', 'score': 0.2218349426984787}, {'label': 'neutral', 'score': 0.10657341033220291}, {'label': 'negative', 'score': 0.6715916395187378}]]
[[{'label': 'positive', 'score': 0.3996713161468506}, {'label': 'neutral', 'score': 0.1330103725194931}, {'label': 'negative', 'score': 0.4673183262348175}]]
[[{'label': 'positive', 'score': 0.22793585062026978}, {'label': 'neutral', 'score': 0.19728104770183563}, {'label': 'negative', 'score': 0.5747830867767334}]]
[[{'label': 'positive', 'score': 0.7105780243873596}, {'label': 'neutral', 'score': 0.11009248346090317}, {'label': 'negative', 'score': 0.17932948470115662}]]
[[{'label': 'positive', 'score': 0.31280162930488586}, {'label': 'neutral', 'score': 0.08573273569345474}, {'label': 'negative', 'score': 0.6014655828475952}]]
[[{'label': 'positive', 'score': 0.5799358487129211}, {'label': 'neutral', 'score': 0.30924302339553833}, {'label': 'negative', 'score': 0.11082109808921814}]]
[[{'label': 'positive', 'score': 0.16935832798480988}, {'label': 'neutral', 'score': 0.1343698352575302}, {'label': 'negative', 'score': 0.6962718367576599}]]
[[{'label': 'positive', 'score': 0.3144528567790985}, {'label': 'neutral', 'score': 0.1859954446554184}, {'label': 'negative', 'score': 0.4995516836643219}]]
[[{'label': 'positive', 'score': 0.3041229844093323}, {'label': 'neutral', 'score': 0.49365586042404175}, {'label': 'negative', 'score': 0.2022211253643036}]]
[[{'label': 'positive', 'score': 0.5075333118438721}, {'label': 'neutral', 'score': 0.1757386028766632}, {'label': 'negative', 'score': 0.3167281150817871}]]
[[{'label': 'positive', 'score': 0.36516010761260986}, {'label': 'neutral', 'score': 0.11896482110023499}, {'label': 'negative', 'score': 0.5158750414848328}]]
[[{'label': 'positive', 'score': 0.12849506735801697}, {'label': 'neutral', 'score': 0.1238078847527504}, {'label': 'negative', 'score': 0.747697114944458}]]
[[{'label': 'positive', 'score': 0.2452593743801117}, {'label': 'neutral', 'score': 0.2723976969718933}, {'label': 'negative', 'score': 0.482342928647995}]]
[[{'label': 'positive', 'score': 0.37204721570014954}, {'label': 'neutral', 'score': 0.2286144495010376}, {'label': 'negative', 'score': 0.39933836460113525}]]
[[{'label': 'positive', 'score': 0.5661113262176514}, {'label': 'neutral', 'score': 0.1216759905219078}, {'label': 'negative', 'score': 0.31221267580986023}]]
[[{'label': 'positive', 'score': 0.13355480134487152}, {'label': 'neutral', 'score': 0.11690732091665268}, {'label': 'negative', 'score': 0.7495379447937012}]]
[[{'label': 'positive', 'score': 0.10370193421840668}, {'label': 'neutral', 'score': 0.31426143646240234}, {'label': 'negative', 'score': 0.5820366740226746}]]
[[{'label': 'positive', 'score': 0.4900067150592804}, {'label': 'neutral', 'score': 0.20230309665203094}, {'label': 'negative', 'score': 0.30769026279449463}]]
[[{'label': 'positive', 'score': 0.38858360052108765}, {'label': 'neutral', 'score': 0.220662459731102}, {'label': 'negative', 'score': 0.3907538950443268}]]
[[{'label': 'positive', 'score': 0.5469309091567993}, {'label': 'neutral', 'score': 0.2252214550971985}, {'label': 'negative', 'score': 0.227847620844841}]]
[[{'label': 'positive', 'score': 0.44041576981544495}, {'label': 'neutral', 'score': 0.18061217665672302}, {'label': 'negative', 'score': 0.37897205352783203}]]
[[{'label': 'positive', 'score': 0.16665548086166382}, {'label': 'neutral', 'score': 0.1502777636051178}, {'label': 'negative', 'score': 0.683066725730896}]]
[[{'label': 'positive', 'score': 0.43705281615257263}, {'label': 'neutral', 'score': 0.22831623256206512}, {'label': 'negative', 'score': 0.33463090658187866}]]
[[{'label': 'positive', 'score': 0.18020270764827728}, {'label': 'neutral', 'score': 0.14750738441944122}, {'label': 'negative', 'score': 0.6722899079322815}]]
[[{'label': 'positive', 'score': 0.08196783065795898}, {'label': 'neutral', 'score': 0.05326559767127037}, {'label': 'negative', 'score': 0.8647665977478027}]]
[[{'label': 'positive', 'score': 0.2546067535877228}, {'label': 'neutral', 'score': 0.18168526887893677}, {'label': 'negative', 'score': 0.5637080073356628}]]
[[{'label': 'positive', 'score': 0.6223926544189453}, {'label': 'neutral', 'score': 0.16474097967147827}, {'label': 'negative', 'score': 0.2128663808107376}]]
[[{'label': 'positive', 'score': 0.26523837447166443}, {'label': 'neutral', 'score': 0.11465228348970413}, {'label': 'negative', 'score': 0.6201093792915344}]]
[[{'label': 'positive', 'score': 0.34679514169692993}, {'label': 'neutral', 'score': 0.2474505752325058}, {'label': 'negative', 'score': 0.40575429797172546}]]
[[{'label': 'positive', 'score': 0.3249320983886719}, {'label': 'neutral', 'score': 0.27550071477890015}, {'label': 'negative', 'score': 0.3995671570301056}]]
[[{'label': 'positive', 'score': 0.1225520595908165}, {'label': 'neutral', 'score': 0.2357845902442932}, {'label': 'negative', 'score': 0.6416633725166321}]]
[[{'label': 'positive', 'score': 0.4808973968029022}, {'label': 'neutral', 'score': 0.19346320629119873}, {'label': 'negative', 'score': 0.32563942670822144}]]
[[{'label': 'positive', 'score': 0.3287585973739624}, {'label': 'neutral', 'score': 0.17444606125354767}, {'label': 'negative', 'score': 0.4967953562736511}]]
[[{'label': 'positive', 'score': 0.2546067535877228}, {'label': 'neutral', 'score': 0.18168526887893677}, {'label': 'negative', 'score': 0.5637080073356628}]]
[[{'label': 'positive', 'score': 0.5315858721733093}, {'label': 'neutral', 'score': 0.21823754906654358}, {'label': 'negative', 'score': 0.2501765489578247}]]
[[{'label': 'positive', 'score': 0.4064684510231018}, {'label': 'neutral', 'score': 0.17443853616714478}, {'label': 'negative', 'score': 0.4190930426120758}]]
[[{'label': 'positive', 'score': 0.2596897780895233}, {'label': 'neutral', 'score': 0.14229175448417664}, {'label': 'negative', 'score': 0.5980184674263}]]
[[{'label': 'positive', 'score': 0.3668770492076874}, {'label': 'neutral', 'score': 0.19478432834148407}, {'label': 'negative', 'score': 0.43833857774734497}]]
[[{'label': 'positive', 'score': 0.5470535755157471}, {'label': 'neutral', 'score': 0.16323663294315338}, {'label': 'negative', 'score': 0.28970983624458313}]]
[[{'label': 'positive', 'score': 0.5724151134490967}, {'label': 'neutral', 'score': 0.14433082938194275}, {'label': 'negative', 'score': 0.28325405716896057}]]
[[{'label': 'positive', 'score': 0.42946475744247437}, {'label': 'neutral', 'score': 0.1941959708929062}, {'label': 'negative', 'score': 0.376339316368103}]]
[[{'label': 'positive', 'score': 0.2655613422393799}, {'label': 'neutral', 'score': 0.18720783293247223}, {'label': 'negative', 'score': 0.5472308397293091}]]
[[{'label': 'positive', 'score': 0.41137146949768066}, {'label': 'neutral', 'score': 0.2508493959903717}, {'label': 'negative', 'score': 0.3377791941165924}]]
[[{'label': 'positive', 'score': 0.5191671252250671}, {'label': 'neutral', 'score': 0.18977636098861694}, {'label': 'negative', 'score': 0.29105648398399353}]]
[[{'label': 'positive', 'score': 0.5752751231193542}, {'label': 'neutral', 'score': 0.11292202770709991}, {'label': 'negative', 'score': 0.31180283427238464}]]
[[{'label': 'positive', 'score': 0.14801020920276642}, {'label': 'neutral', 'score': 0.10111602395772934}, {'label': 'negative', 'score': 0.7508737444877625}]]
[[{'label': 'positive', 'score': 0.2164171040058136}, {'label': 'neutral', 'score': 0.2862640619277954}, {'label': 'negative', 'score': 0.497318834066391}]]
[[{'label': 'positive', 'score': 0.5256458520889282}, {'label': 'neutral', 'score': 0.09114912152290344}, {'label': 'negative', 'score': 0.38320493698120117}]]
[[{'label': 'positive', 'score': 0.9717860817909241}, {'label': 'neutral', 'score': 0.015053419396281242}, {'label': 'negative', 'score': 0.013160509057343006}]]
[[{'label': 'positive', 'score': 0.13525280356407166}, {'label': 'neutral', 'score': 0.11477924138307571}, {'label': 'negative', 'score': 0.7499679327011108}]]
[[{'label': 'positive', 'score': 0.3021228313446045}, {'label': 'neutral', 'score': 0.09995707869529724}, {'label': 'negative', 'score': 0.5979200601577759}]]
[[{'label': 'positive', 'score': 0.13396750390529633}, {'label': 'neutral', 'score': 0.11919379979372025}, {'label': 'negative', 'score': 0.7468386888504028}]]
[[{'label': 'positive', 'score': 0.2292707860469818}, {'label': 'neutral', 'score': 0.16816022992134094}, {'label': 'negative', 'score': 0.6025689244270325}]]
[[{'label': 'positive', 'score': 0.30593356490135193}, {'label': 'neutral', 'score': 0.15812242031097412}, {'label': 'negative', 'score': 0.5359439849853516}]]
[[{'label': 'positive', 'score': 0.5155365467071533}, {'label': 'neutral', 'score': 0.13996264338493347}, {'label': 'negative', 'score': 0.3445008099079132}]]
[[{'label': 'positive', 'score': 0.5440661907196045}, {'label': 'neutral', 'score': 0.23096194863319397}, {'label': 'negative', 'score': 0.22497189044952393}]]
[[{'label': 'positive', 'score': 0.45118430256843567}, {'label': 'neutral', 'score': 0.14140145480632782}, {'label': 'negative', 'score': 0.4074142277240753}]]
[[{'label': 'positive', 'score': 0.3057960271835327}, {'label': 'neutral', 'score': 0.21393322944641113}, {'label': 'negative', 'score': 0.48027071356773376}]]
[[{'label': 'positive', 'score': 0.5933821201324463}, {'label': 'neutral', 'score': 0.18021762371063232}, {'label': 'negative', 'score': 0.2264002412557602}]]
[[{'label': 'positive', 'score': 0.4084979295730591}, {'label': 'neutral', 'score': 0.21257126331329346}, {'label': 'negative', 'score': 0.3789307773113251}]]
[[{'label': 'positive', 'score': 0.25426197052001953}, {'label': 'neutral', 'score': 0.15548500418663025}, {'label': 'negative', 'score': 0.5902529954910278}]]
[[{'label': 'positive', 'score': 0.3617449104785919}, {'label': 'neutral', 'score': 0.1579791158437729}, {'label': 'negative', 'score': 0.4802759289741516}]]
[[{'label': 'positive', 'score': 0.19927972555160522}, {'label': 'neutral', 'score': 0.23005381226539612}, {'label': 'negative', 'score': 0.570666491985321}]]
[[{'label': 'positive', 'score': 0.5529173612594604}, {'label': 'neutral', 'score': 0.1611616462469101}, {'label': 'negative', 'score': 0.28592103719711304}]]
[[{'label': 'positive', 'score': 0.6033085584640503}, {'label': 'neutral', 'score': 0.21285173296928406}, {'label': 'negative', 'score': 0.18383970856666565}]]
[[{'label': 'positive', 'score': 0.7351922988891602}, {'label': 'neutral', 'score': 0.09144128113985062}, {'label': 'negative', 'score': 0.17336644232273102}]]
