[[{'label': 'positive', 'score': 0.3619343042373657}, {'label': 'neutral', 'score': 0.11855727434158325}, {'label': 'negative', 'score': 0.519508421421051}]]
[[{'label': 'positive', 'score': 0.2147872895002365}, {'label': 'neutral', 'score': 0.08218250423669815}, {'label': 'negative', 'score': 0.7030301690101624}]]
[[{'label': 'positive', 'score': 0.29486754536628723}, {'label': 'neutral', 'score': 0.12250521779060364}, {'label': 'negative', 'score': 0.5826271772384644}]]
[[{'label': 'positive', 'score': 0.15291360020637512}, {'label': 'neutral', 'score': 0.07328753173351288}, {'label': 'negative', 'score': 0.7737988829612732}]]
[[{'label': 'positive', 'score': 0.4559231400489807}, {'label': 'neutral', 'score': 0.0908280611038208}, {'label': 'negative', 'score': 0.4532487988471985}]]
[[{'label': 'positive', 'score': 0.11745535582304001}, {'label': 'neutral', 'score': 0.06979705393314362}, {'label': 'negative', 'score': 0.8127475380897522}]]
[[{'label': 'positive', 'score': 0.1399744600057602}, {'label': 'neutral', 'score': 0.09700804203748703}, {'label': 'negative', 'score': 0.763017475605011}]]
[[{'label': 'positive', 'score': 0.4798049330711365}, {'label': 'neutral', 'score': 0.22239194810390472}, {'label': 'negative', 'score': 0.2978031039237976}]]
[[{'label': 'positive', 'score': 0.30336764454841614}, {'label': 'neutral', 'score': 0.4378677308559418}, {'label': 'negative', 'score': 0.2587645947933197}]]
[[{'label': 'positive', 'score': 0.45633095502853394}, {'label': 'neutral', 'score': 0.21645615994930267}, {'label': 'negative', 'score': 0.3272128701210022}]]
[[{'label': 'positive', 'score': 0.43614351749420166}, {'label': 'neutral', 'score': 0.19322247803211212}, {'label': 'negative', 'score': 0.3706340491771698}]]
[[{'label': 'positive', 'score': 0.4124637246131897}, {'label': 'neutral', 'score': 0.191741481423378}, {'label': 'negative', 'score': 0.3957947790622711}]]
[[{'label': 'positive', 'score': 0.36430081725120544}, {'label': 'neutral', 'score': 0.1603085845708847}, {'label': 'negative', 'score': 0.47539061307907104}]]
[[{'label': 'positive', 'score': 0.18124538660049438}, {'label': 'neutral', 'score': 0.09499748796224594}, {'label': 'negative', 'score': 0.7237570881843567}]]
[[{'label': 'positive', 'score': 0.5185680389404297}, {'label': 'neutral', 'score': 0.12195906043052673}, {'label': 'negative', 'score': 0.3594728410243988}]]
[[{'label': 'positive', 'score': 0.1663724184036255}, {'label': 'neutral', 'score': 0.08968176692724228}, {'label': 'negative', 'score': 0.743945837020874}]]
[[{'label': 'positive', 'score': 0.35652703046798706}, {'label': 'neutral', 'score': 0.15681670606136322}, {'label': 'negative', 'score': 0.48665621876716614}]]
[[{'label': 'positive', 'score': 0.3036574125289917}, {'label': 'neutral', 'score': 0.15456439554691315}, {'label': 'negative', 'score': 0.5417782068252563}]]
[[{'label': 'positive', 'score': 0.4760742485523224}, {'label': 'neutral', 'score': 0.1384924352169037}, {'label': 'negative', 'score': 0.3854333460330963}]]
[[{'label': 'positive', 'score': 0.2852822244167328}, {'label': 'neutral', 'score': 0.0975467637181282}, {'label': 'negative', 'score': 0.6171709895133972}]]
[[{'label': 'positive', 'score': 0.5412927269935608}, {'label': 'neutral', 'score': 0.1733858734369278}, {'label': 'negative', 'score': 0.2853214740753174}]]
[[{'label': 'positive', 'score': 0.2553771734237671}, {'label': 'neutral', 'score': 0.14721982181072235}, {'label': 'negative', 'score': 0.5974029898643494}]]
[[{'label': 'positive', 'score': 0.2472061812877655}, {'label': 'neutral', 'score': 0.14564789831638336}, {'label': 'negative', 'score': 0.6071459054946899}]]
[[{'label': 'positive', 'score': 0.6093037128448486}, {'label': 'neutral', 'score': 0.15787644684314728}, {'label': 'negative', 'score': 0.23281987011432648}]]
[[{'label': 'positive', 'score': 0.4297906160354614}, {'label': 'neutral', 'score': 0.12909768521785736}, {'label': 'negative', 'score': 0.4411117136478424}]]
[[{'label': 'positive', 'score': 0.40671440958976746}, {'label': 'neutral', 'score': 0.09348119795322418}, {'label': 'negative', 'score': 0.49980440735816956}]]
[[{'label': 'positive', 'score': 0.2281823754310608}, {'label': 'neutral', 'score': 0.14691166579723358}, {'label': 'negative', 'score': 0.6249059438705444}]]
[[{'label': 'positive', 'score': 0.31643280386924744}, {'label': 'neutral', 'score': 0.10827957093715668}, {'label': 'negative', 'score': 0.5752876400947571}]]
[[{'label': 'positive', 'score': 0.2799360454082489}, {'label': 'neutral', 'score': 0.12755383551120758}, {'label': 'negative', 'score': 0.5925101637840271}]]
[[{'label': 'positive', 'score': 0.2196252942085266}, {'label': 'neutral', 'score': 0.1391945630311966}, {'label': 'negative', 'score': 0.6411800980567932}]]
[[{'label': 'positive', 'score': 0.6113526821136475}, {'label': 'neutral', 'score': 0.09441632777452469}, {'label': 'negative', 'score': 0.29423102736473083}]]
[[{'label': 'positive', 'score': 0.5477248430252075}, {'label': 'neutral', 'score': 0.15800970792770386}, {'label': 'negative', 'score': 0.2942654490470886}]]
[[{'label': 'positive', 'score': 0.22230401635169983}, {'label': 'neutral', 'score': 0.14890754222869873}, {'label': 'negative', 'score': 0.6287884712219238}]]
[[{'label': 'positive', 'score': 0.6644715070724487}, {'label': 'neutral', 'score': 0.10780233144760132}, {'label': 'negative', 'score': 0.22772620618343353}]]
[[{'label': 'positive', 'score': 0.37635481357574463}, {'label': 'neutral', 'score': 0.12930072844028473}, {'label': 'negative', 'score': 0.49434444308280945}]]
[[{'label': 'positive', 'score': 0.41158926486968994}, {'label': 'neutral', 'score': 0.14076989889144897}, {'label': 'negative', 'score': 0.44764086604118347}]]
[[{'label': 'positive', 'score': 0.16555941104888916}, {'label': 'neutral', 'score': 0.346417635679245}, {'label': 'negative', 'score': 0.48802295327186584}]]
[[{'label': 'positive', 'score': 0.23539192974567413}, {'label': 'neutral', 'score': 0.15237320959568024}, {'label': 'negative', 'score': 0.6122348308563232}]]
[[{'label': 'positive', 'score': 0.03202515468001366}, {'label': 'neutral', 'score': 0.104352667927742}, {'label': 'negative', 'score': 0.86362224817276}]]
[[{'label': 'positive', 'score': 0.36430081725120544}, {'label': 'neutral', 'score': 0.1603085845708847}, {'label': 'negative', 'score': 0.47539061307907104}]]
[[{'label': 'positive', 'score': 0.5544813871383667}, {'label': 'neutral', 'score': 0.20089450478553772}, {'label': 'negative', 'score': 0.24462413787841797}]]
[[{'label': 'positive', 'score': 0.3358400762081146}, {'label': 'neutral', 'score': 0.22690169513225555}, {'label': 'negative', 'score': 0.437258243560791}]]
[[{'label': 'positive', 'score': 0.6313802003860474}, {'label': 'neutral', 'score': 0.12836433947086334}, {'label': 'negative', 'score': 0.2402554154396057}]]
[[{'label': 'positive', 'score': 0.2495856136083603}, {'label': 'neutral', 'score': 0.1487393081188202}, {'label': 'negative', 'score': 0.6016750931739807}]]
[[{'label': 'positive', 'score': 0.4497056305408478}, {'label': 'neutral', 'score': 0.168198361992836}, {'label': 'negative', 'score': 0.3820960521697998}]]
[[{'label': 'positive', 'score': 0.38594430685043335}, {'label': 'neutral', 'score': 0.1979503333568573}, {'label': 'negative', 'score': 0.41610538959503174}]]
[[{'label': 'positive', 'score': 0.778932511806488}, {'label': 'neutral', 'score': 0.08240512758493423}, {'label': 'negative', 'score': 0.13866233825683594}]]
[[{'label': 'positive', 'score': 0.3609660267829895}, {'label': 'neutral', 'score': 0.1671176552772522}, {'label': 'negative', 'score': 0.4719163179397583}]]
[[{'label': 'positive', 'score': 0.12610721588134766}, {'label': 'neutral', 'score': 0.06692976504564285}, {'label': 'negative', 'score': 0.8069630265235901}]]
[[{'label': 'positive', 'score': 0.7767019867897034}, {'label': 'neutral', 'score': 0.08558494597673416}, {'label': 'negative', 'score': 0.13771313428878784}]]
[[{'label': 'positive', 'score': 0.5452638864517212}, {'label': 'neutral', 'score': 0.15158751606941223}, {'label': 'negative', 'score': 0.3031485974788666}]]
[[{'label': 'positive', 'score': 0.11900614202022552}, {'label': 'neutral', 'score': 0.10262902826070786}, {'label': 'negative', 'score': 0.778364896774292}]]
[[{'label': 'positive', 'score': 0.32487252354621887}, {'label': 'neutral', 'score': 0.2123728096485138}, {'label': 'negative', 'score': 0.46275463700294495}]]
[[{'label': 'positive', 'score': 0.45435208082199097}, {'label': 'neutral', 'score': 0.16317419707775116}, {'label': 'negative', 'score': 0.38247379660606384}]]
[[{'label': 'positive', 'score': 0.31038543581962585}, {'label': 'neutral', 'score': 0.13702496886253357}, {'label': 'negative', 'score': 0.5525895357131958}]]
[[{'label': 'positive', 'score': 0.3928096294403076}, {'label': 'neutral', 'score': 0.18702246248722076}, {'label': 'negative', 'score': 0.4201679229736328}]]
[[{'label': 'positive', 'score': 0.3211555778980255}, {'label': 'neutral', 'score': 0.24808281660079956}, {'label': 'negative', 'score': 0.43076157569885254}]]
[[{'label': 'positive', 'score': 0.2637453079223633}, {'label': 'neutral', 'score': 0.14202159643173218}, {'label': 'negative', 'score': 0.5942330956459045}]]
[[{'label': 'positive', 'score': 0.08366837352514267}, {'label': 'neutral', 'score': 0.071680448949337}, {'label': 'negative', 'score': 0.8446512222290039}]]
[[{'label': 'positive', 'score': 0.2892926037311554}, {'label': 'neutral', 'score': 0.13236549496650696}, {'label': 'negative', 'score': 0.5783418416976929}]]
[[{'label': 'positive', 'score': 0.33846649527549744}, {'label': 'neutral', 'score': 0.16071729362010956}, {'label': 'negative', 'score': 0.5008161664009094}]]
[[{'label': 'positive', 'score': 0.153022900223732}, {'label': 'neutral', 'score': 0.4233161211013794}, {'label': 'negative', 'score': 0.4236609637737274}]]
[[{'label': 'positive', 'score': 0.22800956666469574}, {'label': 'neutral', 'score': 0.13743527233600616}, {'label': 'negative', 'score': 0.6345552206039429}]]
[[{'label': 'positive', 'score': 0.31933528184890747}, {'label': 'neutral', 'score': 0.12582817673683167}, {'label': 'negative', 'score': 0.5548365116119385}]]
[[{'label': 'positive', 'score': 0.509793221950531}, {'label': 'neutral', 'score': 0.1367287039756775}, {'label': 'negative', 'score': 0.3534781038761139}]]
[[{'label': 'positive', 'score': 0.2563070058822632}, {'label': 'neutral', 'score': 0.14506812393665314}, {'label': 'negative', 'score': 0.5986248850822449}]]
[[{'label': 'positive', 'score': 0.6789423227310181}, {'label': 'neutral', 'score': 0.08807222545146942}, {'label': 'negative', 'score': 0.2329854667186737}]]
[[{'label': 'positive', 'score': 0.3057577908039093}, {'label': 'neutral', 'score': 0.10697975009679794}, {'label': 'negative', 'score': 0.5872624516487122}]]
[[{'label': 'positive', 'score': 0.130484938621521}, {'label': 'neutral', 'score': 0.16403014957904816}, {'label': 'negative', 'score': 0.705484926700592}]]
[[{'label': 'positive', 'score': 0.31609421968460083}, {'label': 'neutral', 'score': 0.1082010418176651}, {'label': 'negative', 'score': 0.5757047533988953}]]
[[{'label': 'positive', 'score': 0.5751423239707947}, {'label': 'neutral', 'score': 0.18707962334156036}, {'label': 'negative', 'score': 0.23777806758880615}]]
[[{'label': 'positive', 'score': 0.2244429588317871}, {'label': 'neutral', 'score': 0.3565971851348877}, {'label': 'negative', 'score': 0.4189598262310028}]]
[[{'label': 'positive', 'score': 0.5477248430252075}, {'label': 'neutral', 'score': 0.15800970792770386}, {'label': 'negative', 'score': 0.2942654490470886}]]
[[{'label': 'positive', 'score': 0.4747898578643799}, {'label': 'neutral', 'score': 0.21631337702274323}, {'label': 'negative', 'score': 0.30889683961868286}]]
[[{'label': 'positive', 'score': 0.5965331196784973}, {'label': 'neutral', 'score': 0.10796671360731125}, {'label': 'negative', 'score': 0.29550015926361084}]]
[[{'label': 'positive', 'score': 0.18026143312454224}, {'label': 'neutral', 'score': 0.15215234458446503}, {'label': 'negative', 'score': 0.6675862073898315}]]
[[{'label': 'positive', 'score': 0.2100820541381836}, {'label': 'neutral', 'score': 0.25694119930267334}, {'label': 'negative', 'score': 0.5329767465591431}]]
[[{'label': 'positive', 'score': 0.17616897821426392}, {'label': 'neutral', 'score': 0.21338163316249847}, {'label': 'negative', 'score': 0.6104494333267212}]]
[[{'label': 'positive', 'score': 0.582938551902771}, {'label': 'neutral', 'score': 0.10715682804584503}, {'label': 'negative', 'score': 0.30990466475486755}]]
[[{'label': 'positive', 'score': 0.1475192755460739}, {'label': 'neutral', 'score': 0.076198048889637}, {'label': 'negative', 'score': 0.7762826085090637}]]
[[{'label': 'positive', 'score': 0.2179156094789505}, {'label': 'neutral', 'score': 0.3476773798465729}, {'label': 'negative', 'score': 0.4344070255756378}]]
[[{'label': 'positive', 'score': 0.38441726565361023}, {'label': 'neutral', 'score': 0.15496183931827545}, {'label': 'negative', 'score': 0.4606209695339203}]]
[[{'label': 'positive', 'score': 0.2718007564544678}, {'label': 'neutral', 'score': 0.1467258781194687}, {'label': 'negative', 'score': 0.5814733505249023}]]
[[{'label': 'positive', 'score': 0.5447096824645996}, {'label': 'neutral', 'score': 0.17185576260089874}, {'label': 'negative', 'score': 0.28343454003334045}]]
[[{'label': 'positive', 'score': 0.27784305810928345}, {'label': 'neutral', 'score': 0.260376900434494}, {'label': 'negative', 'score': 0.46178001165390015}]]
[[{'label': 'positive', 'score': 0.2579500377178192}, {'label': 'neutral', 'score': 0.14471571147441864}, {'label': 'negative', 'score': 0.5973342061042786}]]
[[{'label': 'positive', 'score': 0.34933722019195557}, {'label': 'neutral', 'score': 0.19420915842056274}, {'label': 'negative', 'score': 0.4564536213874817}]]
[[{'label': 'positive', 'score': 0.10519780963659286}, {'label': 'neutral', 'score': 0.09683036059141159}, {'label': 'negative', 'score': 0.7979718446731567}]]
[[{'label': 'positive', 'score': 0.5849934816360474}, {'label': 'neutral', 'score': 0.11511218547821045}, {'label': 'negative', 'score': 0.2998943030834198}]]
[[{'label': 'positive', 'score': 0.35059648752212524}, {'label': 'neutral', 'score': 0.19093865156173706}, {'label': 'negative', 'score': 0.4584648311138153}]]
[[{'label': 'positive', 'score': 0.6031962037086487}, {'label': 'neutral', 'score': 0.1716548502445221}, {'label': 'negative', 'score': 0.22514896094799042}]]
[[{'label': 'positive', 'score': 0.1598912924528122}, {'label': 'neutral', 'score': 0.07459937781095505}, {'label': 'negative', 'score': 0.765509307384491}]]
[[{'label': 'positive', 'score': 0.2772718369960785}, {'label': 'neutral', 'score': 0.1810649186372757}, {'label': 'negative', 'score': 0.5416632294654846}]]
[[{'label': 'positive', 'score': 0.622524619102478}, {'label': 'neutral', 'score': 0.15931181609630585}, {'label': 'negative', 'score': 0.21816354990005493}]]
[[{'label': 'positive', 'score': 0.13096186518669128}, {'label': 'neutral', 'score': 0.46545061469078064}, {'label': 'negative', 'score': 0.4035874903202057}]]
[[{'label': 'positive', 'score': 0.22873175144195557}, {'label': 'neutral', 'score': 0.11165981739759445}, {'label': 'negative', 'score': 0.6596083641052246}]]
[[{'label': 'positive', 'score': 0.29770535230636597}, {'label': 'neutral', 'score': 0.11159246414899826}, {'label': 'negative', 'score': 0.5907021760940552}]]
[[{'label': 'positive', 'score': 0.35059648752212524}, {'label': 'neutral', 'score': 0.19093865156173706}, {'label': 'negative', 'score': 0.4584648311138153}]]
[[{'label': 'positive', 'score': 0.5244463086128235}, {'label': 'neutral', 'score': 0.19533544778823853}, {'label': 'negative', 'score': 0.2802182734012604}]]
[[{'label': 'positive', 'score': 0.42919325828552246}, {'label': 'neutral', 'score': 0.17619647085666656}, {'label': 'negative', 'score': 0.39461028575897217}]]
[[{'label': 'positive', 'score': 0.2595844268798828}, {'label': 'neutral', 'score': 0.09075699001550674}, {'label': 'negative', 'score': 0.6496585607528687}]]
[[{'label': 'positive', 'score': 0.414027601480484}, {'label': 'neutral', 'score': 0.19503895938396454}, {'label': 'negative', 'score': 0.3909335136413574}]]
[[{'label': 'positive', 'score': 0.3602133095264435}, {'label': 'neutral', 'score': 0.18412916362285614}, {'label': 'negative', 'score': 0.4556574821472168}]]
[[{'label': 'positive', 'score': 0.42965182662010193}, {'label': 'neutral', 'score': 0.16133952140808105}, {'label': 'negative', 'score': 0.409008651971817}]]
[[{'label': 'positive', 'score': 0.41766560077667236}, {'label': 'neutral', 'score': 0.18894998729228973}, {'label': 'negative', 'score': 0.3933844566345215}]]
[[{'label': 'positive', 'score': 0.29356107115745544}, {'label': 'neutral', 'score': 0.1778799593448639}, {'label': 'negative', 'score': 0.5285590291023254}]]
[[{'label': 'positive', 'score': 0.5134397745132446}, {'label': 'neutral', 'score': 0.18929782509803772}, {'label': 'negative', 'score': 0.29726237058639526}]]
[[{'label': 'positive', 'score': 0.4372238218784332}, {'label': 'neutral', 'score': 0.16016310453414917}, {'label': 'negative', 'score': 0.4026130139827728}]]
[[{'label': 'positive', 'score': 0.40438246726989746}, {'label': 'neutral', 'score': 0.19016167521476746}, {'label': 'negative', 'score': 0.4054558277130127}]]
[[{'label': 'positive', 'score': 0.1949044167995453}, {'label': 'neutral', 'score': 0.06849970668554306}, {'label': 'negative', 'score': 0.7365958094596863}]]
[[{'label': 'positive', 'score': 0.3209165334701538}, {'label': 'neutral', 'score': 0.1174248531460762}, {'label': 'negative', 'score': 0.5616586804389954}]]
[[{'label': 'positive', 'score': 0.4308367073535919}, {'label': 'neutral', 'score': 0.22630323469638824}, {'label': 'negative', 'score': 0.34286001324653625}]]
[[{'label': 'positive', 'score': 0.22640255093574524}, {'label': 'neutral', 'score': 0.12506546080112457}, {'label': 'negative', 'score': 0.648531973361969}]]
[[{'label': 'positive', 'score': 0.7248016595840454}, {'label': 'neutral', 'score': 0.08426955342292786}, {'label': 'negative', 'score': 0.19092881679534912}]]
[[{'label': 'positive', 'score': 0.20622475445270538}, {'label': 'neutral', 'score': 0.13991917669773102}, {'label': 'negative', 'score': 0.6538560390472412}]]
[[{'label': 'positive', 'score': 0.42858192324638367}, {'label': 'neutral', 'score': 0.1443621963262558}, {'label': 'negative', 'score': 0.42705589532852173}]]
[[{'label': 'positive', 'score': 0.2993834316730499}, {'label': 'neutral', 'score': 0.14802159368991852}, {'label': 'negative', 'score': 0.5525949597358704}]]
[[{'label': 'positive', 'score': 0.2560231387615204}, {'label': 'neutral', 'score': 0.13801386952400208}, {'label': 'negative', 'score': 0.6059629917144775}]]
[[{'label': 'positive', 'score': 0.3534262776374817}, {'label': 'neutral', 'score': 0.14225657284259796}, {'label': 'negative', 'score': 0.5043171644210815}]]
[[{'label': 'positive', 'score': 0.44555366039276123}, {'label': 'neutral', 'score': 0.14757081866264343}, {'label': 'negative', 'score': 0.4068755805492401}]]
[[{'label': 'positive', 'score': 0.5958572030067444}, {'label': 'neutral', 'score': 0.15923354029655457}, {'label': 'negative', 'score': 0.24490922689437866}]]
[[{'label': 'positive', 'score': 0.554621160030365}, {'label': 'neutral', 'score': 0.10174062103033066}, {'label': 'negative', 'score': 0.34363821148872375}]]
