[[{'label': 'positive', 'score': 0.280156672000885}, {'label': 'neutral', 'score': 0.10661042481660843}, {'label': 'negative', 'score': 0.6132329106330872}]]
[[{'label': 'positive', 'score': 0.11458912491798401}, {'label': 'neutral', 'score': 0.07826131582260132}, {'label': 'negative', 'score': 0.8071495294570923}]]
[[{'label': 'positive', 'score': 0.18928970396518707}, {'label': 'neutral', 'score': 0.17223136126995087}, {'label': 'negative', 'score': 0.6384789943695068}]]
[[{'label': 'positive', 'score': 0.155281662940979}, {'label': 'neutral', 'score': 0.16607427597045898}, {'label': 'negative', 'score': 0.678644061088562}]]
[[{'label': 'positive', 'score': 0.08167562633752823}, {'label': 'neutral', 'score': 0.06432032585144043}, {'label': 'negative', 'score': 0.8540040254592896}]]
[[{'label': 'positive', 'score': 0.19258679449558258}, {'label': 'neutral', 'score': 0.10262695699930191}, {'label': 'negative', 'score': 0.7047862410545349}]]
[[{'label': 'positive', 'score': 0.47220540046691895}, {'label': 'neutral', 'score': 0.12445800006389618}, {'label': 'negative', 'score': 0.40333661437034607}]]
[[{'label': 'positive', 'score': 0.666400671005249}, {'label': 'neutral', 'score': 0.1561175286769867}, {'label': 'negative', 'score': 0.17748187482357025}]]
[[{'label': 'positive', 'score': 0.3498426675796509}, {'label': 'neutral', 'score': 0.2613738179206848}, {'label': 'negative', 'score': 0.3887835144996643}]]
[[{'label': 'positive', 'score': 0.4442123770713806}, {'label': 'neutral', 'score': 0.23345452547073364}, {'label': 'negative', 'score': 0.32233306765556335}]]
[[{'label': 'positive', 'score': 0.1071704849600792}, {'label': 'neutral', 'score': 0.08546319603919983}, {'label': 'negative', 'score': 0.8073663115501404}]]
[[{'label': 'positive', 'score': 0.09001772105693817}, {'label': 'neutral', 'score': 0.06953049451112747}, {'label': 'negative', 'score': 0.8404517769813538}]]
[[{'label': 'positive', 'score': 0.18810231983661652}, {'label': 'neutral', 'score': 0.22400182485580444}, {'label': 'negative', 'score': 0.5878958702087402}]]
[[{'label': 'positive', 'score': 0.20645295083522797}, {'label': 'neutral', 'score': 0.15877607464790344}, {'label': 'negative', 'score': 0.634770929813385}]]
[[{'label': 'positive', 'score': 0.17147107422351837}, {'label': 'neutral', 'score': 0.24832795560359955}, {'label': 'negative', 'score': 0.5802009701728821}]]
[[{'label': 'positive', 'score': 0.35665467381477356}, {'label': 'neutral', 'score': 0.19254988431930542}, {'label': 'negative', 'score': 0.45079538226127625}]]
[[{'label': 'positive', 'score': 0.22246645390987396}, {'label': 'neutral', 'score': 0.20523662865161896}, {'label': 'negative', 'score': 0.5722969174385071}]]
[[{'label': 'positive', 'score': 0.18382978439331055}, {'label': 'neutral', 'score': 0.17905071377754211}, {'label': 'negative', 'score': 0.637119472026825}]]
[[{'label': 'positive', 'score': 0.16407713294029236}, {'label': 'neutral', 'score': 0.19657829403877258}, {'label': 'negative', 'score': 0.6393445730209351}]]
[[{'label': 'positive', 'score': 0.14711208641529083}, {'label': 'neutral', 'score': 0.14154769480228424}, {'label': 'negative', 'score': 0.7113402485847473}]]
[[{'label': 'positive', 'score': 0.0761604905128479}, {'label': 'neutral', 'score': 0.10463114082813263}, {'label': 'negative', 'score': 0.8192083835601807}]]
[[{'label': 'positive', 'score': 0.30626147985458374}, {'label': 'neutral', 'score': 0.3723282814025879}, {'label': 'negative', 'score': 0.32141029834747314}]]
[[{'label': 'positive', 'score': 0.42970961332321167}, {'label': 'neutral', 'score': 0.13919247686862946}, {'label': 'negative', 'score': 0.43109792470932007}]]
[[{'label': 'positive', 'score': 0.24406255781650543}, {'label': 'neutral', 'score': 0.1751757562160492}, {'label': 'negative', 'score': 0.5807616710662842}]]
[[{'label': 'positive', 'score': 0.31498029828071594}, {'label': 'neutral', 'score': 0.09365686029195786}, {'label': 'negative', 'score': 0.5913628339767456}]]
[[{'label': 'positive', 'score': 0.2284902185201645}, {'label': 'neutral', 'score': 0.14909298717975616}, {'label': 'negative', 'score': 0.6224167943000793}]]
[[{'label': 'positive', 'score': 0.2105814665555954}, {'label': 'neutral', 'score': 0.257239431142807}, {'label': 'negative', 'score': 0.5321791172027588}]]
[[{'label': 'positive', 'score': 0.3055538833141327}, {'label': 'neutral', 'score': 0.38836607336997986}, {'label': 'negative', 'score': 0.30608007311820984}]]
[[{'label': 'positive', 'score': 0.2760831117630005}, {'label': 'neutral', 'score': 0.16134928166866302}, {'label': 'negative', 'score': 0.5625675916671753}]]
[[{'label': 'positive', 'score': 0.5745755434036255}, {'label': 'neutral', 'score': 0.15933175384998322}, {'label': 'negative', 'score': 0.2660926878452301}]]
[[{'label': 'positive', 'score': 0.9240683317184448}, {'label': 'neutral', 'score': 0.03684960678219795}, {'label': 'negative', 'score': 0.0390821248292923}]]
[[{'label': 'positive', 'score': 0.16457977890968323}, {'label': 'neutral', 'score': 0.10210534185171127}, {'label': 'negative', 'score': 0.7333148717880249}]]
[[{'label': 'positive', 'score': 0.03647688403725624}, {'label': 'neutral', 'score': 0.032052792608737946}, {'label': 'negative', 'score': 0.9314703941345215}]]
[[{'label': 'positive', 'score': 0.0881107822060585}, {'label': 'neutral', 'score': 0.07679731398820877}, {'label': 'negative', 'score': 0.8350918889045715}]]
[[{'label': 'positive', 'score': 0.12869548797607422}, {'label': 'neutral', 'score': 0.1434263288974762}, {'label': 'negative', 'score': 0.7278781533241272}]]
[[{'label': 'positive', 'score': 0.11378142982721329}, {'label': 'neutral', 'score': 0.11071677505970001}, {'label': 'negative', 'score': 0.7755018472671509}]]
[[{'label': 'positive', 'score': 0.5549589991569519}, {'label': 'neutral', 'score': 0.19833390414714813}, {'label': 'negative', 'score': 0.24670714139938354}]]
[[{'label': 'positive', 'score': 0.20173506438732147}, {'label': 'neutral', 'score': 0.12160316109657288}, {'label': 'negative', 'score': 0.6766617894172668}]]
[[{'label': 'positive', 'score': 0.4976258873939514}, {'label': 'neutral', 'score': 0.16694289445877075}, {'label': 'negative', 'score': 0.33543121814727783}]]
[[{'label': 'positive', 'score': 0.27482885122299194}, {'label': 'neutral', 'score': 0.335638165473938}, {'label': 'negative', 'score': 0.3895329535007477}]]
[[{'label': 'positive', 'score': 0.28620898723602295}, {'label': 'neutral', 'score': 0.20507021248340607}, {'label': 'negative', 'score': 0.5087208151817322}]]
[[{'label': 'positive', 'score': 0.26211923360824585}, {'label': 'neutral', 'score': 0.13255608081817627}, {'label': 'negative', 'score': 0.6053246855735779}]]
[[{'label': 'positive', 'score': 0.2996028959751129}, {'label': 'neutral', 'score': 0.15869131684303284}, {'label': 'negative', 'score': 0.5417057871818542}]]
[[{'label': 'positive', 'score': 0.3949989378452301}, {'label': 'neutral', 'score': 0.16956882178783417}, {'label': 'negative', 'score': 0.43543219566345215}]]
[[{'label': 'positive', 'score': 0.19393213093280792}, {'label': 'neutral', 'score': 0.0905524492263794}, {'label': 'negative', 'score': 0.7155153751373291}]]
[[{'label': 'positive', 'score': 0.3417329788208008}, {'label': 'neutral', 'score': 0.14110197126865387}, {'label': 'negative', 'score': 0.5171650648117065}]]
[[{'label': 'positive', 'score': 0.4261804223060608}, {'label': 'neutral', 'score': 0.3073432445526123}, {'label': 'negative', 'score': 0.2664763629436493}]]
[[{'label': 'positive', 'score': 0.18909581005573273}, {'label': 'neutral', 'score': 0.1486981213092804}, {'label': 'negative', 'score': 0.6622060537338257}]]
[[{'label': 'positive', 'score': 0.6220293641090393}, {'label': 'neutral', 'score': 0.13335882127285004}, {'label': 'negative', 'score': 0.24461185932159424}]]
[[{'label': 'positive', 'score': 0.1690031737089157}, {'label': 'neutral', 'score': 0.11858201026916504}, {'label': 'negative', 'score': 0.7124148607254028}]]
[[{'label': 'positive', 'score': 0.29046985507011414}, {'label': 'neutral', 'score': 0.21426711976528168}, {'label': 'negative', 'score': 0.4952629804611206}]]
[[{'label': 'positive', 'score': 0.3550433814525604}, {'label': 'neutral', 'score': 0.1580621600151062}, {'label': 'negative', 'score': 0.4868943989276886}]]
[[{'label': 'positive', 'score': 0.13039684295654297}, {'label': 'neutral', 'score': 0.13341259956359863}, {'label': 'negative', 'score': 0.7361905574798584}]]
[[{'label': 'positive', 'score': 0.5331430435180664}, {'label': 'neutral', 'score': 0.1819416582584381}, {'label': 'negative', 'score': 0.28491532802581787}]]
[[{'label': 'positive', 'score': 0.062415916472673416}, {'label': 'neutral', 'score': 0.07582337409257889}, {'label': 'negative', 'score': 0.8617607355117798}]]
[[{'label': 'positive', 'score': 0.26446157693862915}, {'label': 'neutral', 'score': 0.23592723906040192}, {'label': 'negative', 'score': 0.4996111989021301}]]
[[{'label': 'positive', 'score': 0.423541784286499}, {'label': 'neutral', 'score': 0.1463399976491928}, {'label': 'negative', 'score': 0.43011823296546936}]]
[[{'label': 'positive', 'score': 0.10678157955408096}, {'label': 'neutral', 'score': 0.19827884435653687}, {'label': 'negative', 'score': 0.6949396133422852}]]
[[{'label': 'positive', 'score': 0.664211630821228}, {'label': 'neutral', 'score': 0.0923234075307846}, {'label': 'negative', 'score': 0.24346497654914856}]]
[[{'label': 'positive', 'score': 0.45458662509918213}, {'label': 'neutral', 'score': 0.19650204479694366}, {'label': 'negative', 'score': 0.348911315202713}]]
[[{'label': 'positive', 'score': 0.18016371130943298}, {'label': 'neutral', 'score': 0.13158810138702393}, {'label': 'negative', 'score': 0.6882482171058655}]]
[[{'label': 'positive', 'score': 0.2967120409011841}, {'label': 'neutral', 'score': 0.2845113277435303}, {'label': 'negative', 'score': 0.41877660155296326}]]
[[{'label': 'positive', 'score': 0.1591382622718811}, {'label': 'neutral', 'score': 0.23749424517154694}, {'label': 'negative', 'score': 0.6033674478530884}]]
[[{'label': 'positive', 'score': 0.08094792068004608}, {'label': 'neutral', 'score': 0.06644170731306076}, {'label': 'negative', 'score': 0.8526103496551514}]]
[[{'label': 'positive', 'score': 0.18475058674812317}, {'label': 'neutral', 'score': 0.15205487608909607}, {'label': 'negative', 'score': 0.6631945371627808}]]
[[{'label': 'positive', 'score': 0.2717773914337158}, {'label': 'neutral', 'score': 0.18823392689228058}, {'label': 'negative', 'score': 0.5399886965751648}]]
[[{'label': 'positive', 'score': 0.10171053558588028}, {'label': 'neutral', 'score': 0.09599018841981888}, {'label': 'negative', 'score': 0.8022993206977844}]]
[[{'label': 'positive', 'score': 0.28620898723602295}, {'label': 'neutral', 'score': 0.20507021248340607}, {'label': 'negative', 'score': 0.5087208151817322}]]
[[{'label': 'positive', 'score': 0.44115471839904785}, {'label': 'neutral', 'score': 0.1714867651462555}, {'label': 'negative', 'score': 0.38735851645469666}]]
[[{'label': 'positive', 'score': 0.20625059306621552}, {'label': 'neutral', 'score': 0.3501259386539459}, {'label': 'negative', 'score': 0.44362348318099976}]]
[[{'label': 'positive', 'score': 0.23608022928237915}, {'label': 'neutral', 'score': 0.1622866988182068}, {'label': 'negative', 'score': 0.6016330122947693}]]
[[{'label': 'positive', 'score': 0.06640546023845673}, {'label': 'neutral', 'score': 0.153899684548378}, {'label': 'negative', 'score': 0.7796948552131653}]]
[[{'label': 'positive', 'score': 0.38860151171684265}, {'label': 'neutral', 'score': 0.21412405371665955}, {'label': 'negative', 'score': 0.3972744345664978}]]
[[{'label': 'positive', 'score': 0.2976311445236206}, {'label': 'neutral', 'score': 0.21764177083969116}, {'label': 'negative', 'score': 0.48472699522972107}]]
[[{'label': 'positive', 'score': 0.5130916833877563}, {'label': 'neutral', 'score': 0.22484730184078217}, {'label': 'negative', 'score': 0.2620609700679779}]]
[[{'label': 'positive', 'score': 0.2591862678527832}, {'label': 'neutral', 'score': 0.15252472460269928}, {'label': 'negative', 'score': 0.5882890224456787}]]
[[{'label': 'positive', 'score': 0.5653876066207886}, {'label': 'neutral', 'score': 0.2423606961965561}, {'label': 'negative', 'score': 0.19225166738033295}]]
[[{'label': 'positive', 'score': 0.12564274668693542}, {'label': 'neutral', 'score': 0.3706457018852234}, {'label': 'negative', 'score': 0.5037115812301636}]]
[[{'label': 'positive', 'score': 0.5922802686691284}, {'label': 'neutral', 'score': 0.10302530974149704}, {'label': 'negative', 'score': 0.30469444394111633}]]
[[{'label': 'positive', 'score': 0.3960074186325073}, {'label': 'neutral', 'score': 0.2743981182575226}, {'label': 'negative', 'score': 0.3295944631099701}]]
[[{'label': 'positive', 'score': 0.4272303581237793}, {'label': 'neutral', 'score': 0.23728862404823303}, {'label': 'negative', 'score': 0.33548101782798767}]]
[[{'label': 'positive', 'score': 0.09391909092664719}, {'label': 'neutral', 'score': 0.07625921815633774}, {'label': 'negative', 'score': 0.8298217058181763}]]
[[{'label': 'positive', 'score': 0.07839304953813553}, {'label': 'neutral', 'score': 0.10356713831424713}, {'label': 'negative', 'score': 0.8180398344993591}]]
[[{'label': 'positive', 'score': 0.2734867334365845}, {'label': 'neutral', 'score': 0.2780206799507141}, {'label': 'negative', 'score': 0.4484925866127014}]]
[[{'label': 'positive', 'score': 0.17382271587848663}, {'label': 'neutral', 'score': 0.20086780190467834}, {'label': 'negative', 'score': 0.6253094673156738}]]
[[{'label': 'positive', 'score': 0.19591175019741058}, {'label': 'neutral', 'score': 0.24409300088882446}, {'label': 'negative', 'score': 0.5599952340126038}]]
[[{'label': 'positive', 'score': 0.184947207570076}, {'label': 'neutral', 'score': 0.15043988823890686}, {'label': 'negative', 'score': 0.664612889289856}]]
[[{'label': 'positive', 'score': 0.15171903371810913}, {'label': 'neutral', 'score': 0.09854558855295181}, {'label': 'negative', 'score': 0.749735414981842}]]
[[{'label': 'positive', 'score': 0.23981180787086487}, {'label': 'neutral', 'score': 0.1375848799943924}, {'label': 'negative', 'score': 0.6226032972335815}]]
[[{'label': 'positive', 'score': 0.08094416558742523}, {'label': 'neutral', 'score': 0.1668158769607544}, {'label': 'negative', 'score': 0.7522399425506592}]]
[[{'label': 'positive', 'score': 0.280156672000885}, {'label': 'neutral', 'score': 0.10661042481660843}, {'label': 'negative', 'score': 0.6132329106330872}]]
[[{'label': 'positive', 'score': 0.10193879902362823}, {'label': 'neutral', 'score': 0.20547990500926971}, {'label': 'negative', 'score': 0.6925812363624573}]]
[[{'label': 'positive', 'score': 0.5725855231285095}, {'label': 'neutral', 'score': 0.14104831218719482}, {'label': 'negative', 'score': 0.28636622428894043}]]
[[{'label': 'positive', 'score': 0.08576057106256485}, {'label': 'neutral', 'score': 0.06348652392625809}, {'label': 'negative', 'score': 0.8507528901100159}]]
[[{'label': 'positive', 'score': 0.2025958001613617}, {'label': 'neutral', 'score': 0.294065922498703}, {'label': 'negative', 'score': 0.5033382773399353}]]
[[{'label': 'positive', 'score': 0.09859020262956619}, {'label': 'neutral', 'score': 0.08544214814901352}, {'label': 'negative', 'score': 0.8159676790237427}]]
[[{'label': 'positive', 'score': 0.20051825046539307}, {'label': 'neutral', 'score': 0.3228870928287506}, {'label': 'negative', 'score': 0.47659462690353394}]]
[[{'label': 'positive', 'score': 0.15777868032455444}, {'label': 'neutral', 'score': 0.052752263844013214}, {'label': 'negative', 'score': 0.7894690632820129}]]
[[{'label': 'positive', 'score': 0.07930438965559006}, {'label': 'neutral', 'score': 0.12755368649959564}, {'label': 'negative', 'score': 0.7931419014930725}]]
[[{'label': 'positive', 'score': 0.6153889298439026}, {'label': 'neutral', 'score': 0.12871384620666504}, {'label': 'negative', 'score': 0.2558972239494324}]]
[[{'label': 'positive', 'score': 0.08973726630210876}, {'label': 'neutral', 'score': 0.15315958857536316}, {'label': 'negative', 'score': 0.7571032047271729}]]
[[{'label': 'positive', 'score': 0.15510337054729462}, {'label': 'neutral', 'score': 0.19153980910778046}, {'label': 'negative', 'score': 0.6533567905426025}]]
[[{'label': 'positive', 'score': 0.2420138269662857}, {'label': 'neutral', 'score': 0.24505628645420074}, {'label': 'negative', 'score': 0.5129298567771912}]]
[[{'label': 'positive', 'score': 0.42248478531837463}, {'label': 'neutral', 'score': 0.17696450650691986}, {'label': 'negative', 'score': 0.4005507230758667}]]
[[{'label': 'positive', 'score': 0.12646205723285675}, {'label': 'neutral', 'score': 0.21647843718528748}, {'label': 'negative', 'score': 0.6570595502853394}]]
[[{'label': 'positive', 'score': 0.21531124413013458}, {'label': 'neutral', 'score': 0.4952694773674011}, {'label': 'negative', 'score': 0.2894192934036255}]]
[[{'label': 'positive', 'score': 0.4312747120857239}, {'label': 'neutral', 'score': 0.18715855479240417}, {'label': 'negative', 'score': 0.38156676292419434}]]
[[{'label': 'positive', 'score': 0.11051634699106216}, {'label': 'neutral', 'score': 0.17076382040977478}, {'label': 'negative', 'score': 0.7187198400497437}]]
[[{'label': 'positive', 'score': 0.2760831117630005}, {'label': 'neutral', 'score': 0.16134928166866302}, {'label': 'negative', 'score': 0.5625675916671753}]]
[[{'label': 'positive', 'score': 0.22923900187015533}, {'label': 'neutral', 'score': 0.11194245517253876}, {'label': 'negative', 'score': 0.6588185429573059}]]
[[{'label': 'positive', 'score': 0.2649902105331421}, {'label': 'neutral', 'score': 0.18659387528896332}, {'label': 'negative', 'score': 0.5484158992767334}]]
[[{'label': 'positive', 'score': 0.26014330983161926}, {'label': 'neutral', 'score': 0.4771168828010559}, {'label': 'negative', 'score': 0.2627398371696472}]]
[[{'label': 'positive', 'score': 0.23181365430355072}, {'label': 'neutral', 'score': 0.1802012324333191}, {'label': 'negative', 'score': 0.587985098361969}]]
[[{'label': 'positive', 'score': 0.1898667961359024}, {'label': 'neutral', 'score': 0.13310804963111877}, {'label': 'negative', 'score': 0.6770251393318176}]]
[[{'label': 'positive', 'score': 0.44036948680877686}, {'label': 'neutral', 'score': 0.20940008759498596}, {'label': 'negative', 'score': 0.35023045539855957}]]
[[{'label': 'positive', 'score': 0.10922831296920776}, {'label': 'neutral', 'score': 0.1515822857618332}, {'label': 'negative', 'score': 0.7391893863677979}]]
[[{'label': 'positive', 'score': 0.08951355516910553}, {'label': 'neutral', 'score': 0.08693070709705353}, {'label': 'negative', 'score': 0.8235557675361633}]]
[[{'label': 'positive', 'score': 0.1648901402950287}, {'label': 'neutral', 'score': 0.29569345712661743}, {'label': 'negative', 'score': 0.5394164323806763}]]
[[{'label': 'positive', 'score': 0.45785585045814514}, {'label': 'neutral', 'score': 0.2172260284423828}, {'label': 'negative', 'score': 0.32491809129714966}]]
[[{'label': 'positive', 'score': 0.2764089107513428}, {'label': 'neutral', 'score': 0.3198245167732239}, {'label': 'negative', 'score': 0.40376657247543335}]]
[[{'label': 'positive', 'score': 0.32374855875968933}, {'label': 'neutral', 'score': 0.20445576310157776}, {'label': 'negative', 'score': 0.4717956483364105}]]
[[{'label': 'positive', 'score': 0.1675211787223816}, {'label': 'neutral', 'score': 0.15023718774318695}, {'label': 'negative', 'score': 0.6822416186332703}]]
[[{'label': 'positive', 'score': 0.44036948680877686}, {'label': 'neutral', 'score': 0.20940008759498596}, {'label': 'negative', 'score': 0.35023045539855957}]]
[[{'label': 'positive', 'score': 0.4760250747203827}, {'label': 'neutral', 'score': 0.2177242785692215}, {'label': 'negative', 'score': 0.3062506914138794}]]
[[{'label': 'positive', 'score': 0.1594061404466629}, {'label': 'neutral', 'score': 0.17287398874759674}, {'label': 'negative', 'score': 0.6677199006080627}]]
[[{'label': 'positive', 'score': 0.2022428810596466}, {'label': 'neutral', 'score': 0.11268296092748642}, {'label': 'negative', 'score': 0.6850741505622864}]]
[[{'label': 'positive', 'score': 0.6504724025726318}, {'label': 'neutral', 'score': 0.12995962798595428}, {'label': 'negative', 'score': 0.21956801414489746}]]
[[{'label': 'positive', 'score': 0.3868061602115631}, {'label': 'neutral', 'score': 0.168873593211174}, {'label': 'negative', 'score': 0.4443202316761017}]]
[[{'label': 'positive', 'score': 0.15085959434509277}, {'label': 'neutral', 'score': 0.2519432306289673}, {'label': 'negative', 'score': 0.5971971750259399}]]
[[{'label': 'positive', 'score': 0.27691444754600525}, {'label': 'neutral', 'score': 0.21246126294136047}, {'label': 'negative', 'score': 0.5106242895126343}]]
[[{'label': 'positive', 'score': 0.13924190402030945}, {'label': 'neutral', 'score': 0.1058444008231163}, {'label': 'negative', 'score': 0.7549136281013489}]]
[[{'label': 'positive', 'score': 0.12873850762844086}, {'label': 'neutral', 'score': 0.19175736606121063}, {'label': 'negative', 'score': 0.6795040965080261}]]
[[{'label': 'positive', 'score': 0.09553364664316177}, {'label': 'neutral', 'score': 0.11333955079317093}, {'label': 'negative', 'score': 0.7911268472671509}]]
[[{'label': 'positive', 'score': 0.23695169389247894}, {'label': 'neutral', 'score': 0.18192161619663239}, {'label': 'negative', 'score': 0.5811266899108887}]]
[[{'label': 'positive', 'score': 0.13150443136692047}, {'label': 'neutral', 'score': 0.07581774145364761}, {'label': 'negative', 'score': 0.7926778197288513}]]
[[{'label': 'positive', 'score': 0.5931211709976196}, {'label': 'neutral', 'score': 0.14237080514431}, {'label': 'negative', 'score': 0.2645080089569092}]]
[[{'label': 'positive', 'score': 0.10654371976852417}, {'label': 'neutral', 'score': 0.08441905677318573}, {'label': 'negative', 'score': 0.8090372681617737}]]
[[{'label': 'positive', 'score': 0.4505949914455414}, {'label': 'neutral', 'score': 0.18040555715560913}, {'label': 'negative', 'score': 0.3689993917942047}]]
[[{'label': 'positive', 'score': 0.2895714342594147}, {'label': 'neutral', 'score': 0.12825292348861694}, {'label': 'negative', 'score': 0.582175612449646}]]
[[{'label': 'positive', 'score': 0.5577383041381836}, {'label': 'neutral', 'score': 0.1560429483652115}, {'label': 'negative', 'score': 0.2862187325954437}]]
[[{'label': 'positive', 'score': 0.19416913390159607}, {'label': 'neutral', 'score': 0.1839050054550171}, {'label': 'negative', 'score': 0.6219258308410645}]]
[[{'label': 'positive', 'score': 0.22871212661266327}, {'label': 'neutral', 'score': 0.17152374982833862}, {'label': 'negative', 'score': 0.5997641086578369}]]
[[{'label': 'positive', 'score': 0.17087244987487793}, {'label': 'neutral', 'score': 0.37911489605903625}, {'label': 'negative', 'score': 0.4500127136707306}]]
[[{'label': 'positive', 'score': 0.1472821831703186}, {'label': 'neutral', 'score': 0.1868477165699005}, {'label': 'negative', 'score': 0.6658701300621033}]]
[[{'label': 'positive', 'score': 0.29660388827323914}, {'label': 'neutral', 'score': 0.3534094989299774}, {'label': 'negative', 'score': 0.34998661279678345}]]
[[{'label': 'positive', 'score': 0.21945318579673767}, {'label': 'neutral', 'score': 0.2995951473712921}, {'label': 'negative', 'score': 0.480951726436615}]]
[[{'label': 'positive', 'score': 0.23981180787086487}, {'label': 'neutral', 'score': 0.1375848799943924}, {'label': 'negative', 'score': 0.6226032972335815}]]
[[{'label': 'positive', 'score': 0.3602817952632904}, {'label': 'neutral', 'score': 0.17172306776046753}, {'label': 'negative', 'score': 0.4679951071739197}]]
[[{'label': 'positive', 'score': 0.1071704849600792}, {'label': 'neutral', 'score': 0.08546319603919983}, {'label': 'negative', 'score': 0.8073663115501404}]]
[[{'label': 'positive', 'score': 0.11114828288555145}, {'label': 'neutral', 'score': 0.07885832339525223}, {'label': 'negative', 'score': 0.8099934458732605}]]
[[{'label': 'positive', 'score': 0.22802576422691345}, {'label': 'neutral', 'score': 0.14377446472644806}, {'label': 'negative', 'score': 0.6281997561454773}]]
[[{'label': 'positive', 'score': 0.17451801896095276}, {'label': 'neutral', 'score': 0.16572721302509308}, {'label': 'negative', 'score': 0.659754753112793}]]
[[{'label': 'positive', 'score': 0.014978431165218353}, {'label': 'neutral', 'score': 0.01551868673413992}, {'label': 'negative', 'score': 0.969502866268158}]]
[[{'label': 'positive', 'score': 0.1850249171257019}, {'label': 'neutral', 'score': 0.12625376880168915}, {'label': 'negative', 'score': 0.6887213587760925}]]
[[{'label': 'positive', 'score': 0.3514118492603302}, {'label': 'neutral', 'score': 0.20461560785770416}, {'label': 'negative', 'score': 0.4439725875854492}]]
