,Unnamed: 0,title,link,keywords,creator,video_url,description,content,pubDate,full_description,image_url,source_id,language,en_title,en_description,title_positive_score,title_neutral_score,title_negative_score,en_title_positive_score,en_title_neutral_score,en_title_negative_score,desc_positive_score,desc_neutral_score,desc_negative_score,en_desc_positive_score,en_desc_neutral_score,en_desc_negative_score
327,1460,Radikalisierung - Friday for Future Fall für den Verfassungsschutz?,"https://www.bild.de/video/clip/bild-tv/radikalisierung-friday-for-future-fall-fuer-den-verfassungsschutz-78054408,auto=false.bild.html","['Video', 'BILD TV', 'Politik-Inland', 'clipout', 'BILD Live Programm', 'Fridays For Future', 'Verfassungsschutz']",,,Friday for Future Fallfür den Verfassungsschutz? Foto: BILD Dauer: 02:29,,2021-10-25 10:32:20,,"https://bilder.bild.de/fotos-skaliert/image-1d0dbc438bfc42fc7b6eebca16344425-78054422/3,w=120,c=0.bild.jpg",bild,de,Radicalization - Friday for Future Fall for the Office for the Protection of the Constitution?,Friday for Future Case for the Office for the Protection of the Constitution? Photo: BILD Duration: 02:29,0.2808527648448944,0.19301828742027283,0.5261289477348328,0.25751370191574097,0.20181827247142792,0.5406680107116699,0.407222718000412,0.22346894443035126,0.36930832266807556,0.4086028039455414,0.26611101627349854,0.3252861797809601
328,2045,USA unterstützen „bedeutsame“ Mitarbeit Taiwans in UN,https://www.noz.de/deutschland-welt/politik/artikel/2458449/usa-unterstuetzen-bedeutsame-mitarbeit-taiwans-in-un,,,,"Vor 50 Jahren beschlossen die UN, die Regierung Chinas als einzige rechtmäßige Vertretung des chinesischen Volkes anzuerkennen. Welche Rolle wird Taiwan künftig bei den Vereinten Nationen spielen?",,2021-10-25 04:03:14,,https://www.noz.de/media/2021/10/25/vereinte-nationen_202110250606_full.jpg,noz,de,US supports “significant” Taiwan participation in UN,"50 years ago, the UN decided to recognize the government of China as the sole legitimate representative of the Chinese people. What role will Taiwan play at the United Nations in the future?",0.8961283564567566,0.043004509061574936,0.06086716428399086,0.7071328163146973,0.10670912265777588,0.18615807592868805,0.32468485832214355,0.20672185719013214,0.4685933291912079,0.4418712258338928,0.19852010905742645,0.35960862040519714
329,15,La gare des cars de Brignoles va déménager sur le parking Clemenceau,https://www.varmatin.com/politique/la-gare-des-cars-de-brignoles-va-demenager-sur-le-parking-clemenceau-723117,,,,La gare routière provisoire prend ses quartiers à l’est de l’entrée de ville. Un déménagement qui annonce un changement plus profond du côté du square Saint-Louis.,,2021-10-26 08:50:00,,https://fyooyzbm.filerobot.com/v7/protec/DATA_ART_8024406-0mJ85l51.jpg?vh=6e6fb4&ci_seal=ef76f13bf5&p=medium&v2&gravity=auto,varmatin,fr,The Brignoles coach station will move to the Clemenceau car park,The temporary bus station is located to the east of the town entrance. A move which announces a more profound change on the side of Square Saint-Louis.,0.318126916885376,0.23555120825767517,0.44632193446159363,0.4730927348136902,0.2507813274860382,0.2761259377002716,0.3428105115890503,0.20128126442432404,0.4559082090854645,0.25518977642059326,0.3193281888961792,0.42548203468322754
330,17,"Budapest : rencontre cruciale pour Marine Le Pen, reçue par Viktor Orban",https://www.europe1.fr/politique/budapest-rencontre-cruciale-pour-marine-le-pen-recue-par-viktor-orban-4073569,,,,"Marine Le Pen est reçue mardi par le dirigeant ultraconservateur hongrois Viktor Orban, l'occasion pour tous deux de marteler leur message souverainiste à six mois de délicates élections. Un rendez-vous crucial pour la candidate du Rassemblement national, quelques semaines après la visite d'Éric Zemmour.",,2021-10-26 08:49:33,"Louis de Raguenel, édité par Manon Fossat 10h49, le 26 octobre 2021 , modifié à 11h11, le 26 octobre 2021 Marine Le Pen est reçue mardi par le dirigeant ultraconservateur hongrois Viktor Orban, l'occasion pour tous deux de marteler leur message souverainiste à six mois de délicates élections. Un rendez-vous crucial pour la candidate du Rassemblement national, quelques semaines après la visite d'Éric Zemmour. C'est pour la candidate du Rassemblement national un rendez-vous très attendu, un mois après la visite du polémiste Éric Zemmour, son rival potentiel, mais non encore déclaré à la présidentielle française de 2022, et de sa nièce Marion Maréchal. Marine Le Pen est à Budapest mardi pour rencontrer le Premier ministre hongrois, Viktor Orban. Une visite extrêmement importante pour muscler sa crédibilité internationale. Et l’enjeu est tel qu’elle est arrivée dimanche soir à Budapest, pour une série de visites privées qui ont eu lieu lundi. >> Retrouvez la matinale du jour en replay et en podcast ici Après un accueil sur le tarmac de Budapest par la propre protection personnelle de Viktor Orban, digne d'un chef d'État, Marine Le Pen est allée visiter la basilique Saint-Étienne pendant que les grands orgues jouaient du Jean-Sébastien Bach à pleins tuyaux. Dans ce lieu propice à la prière, visiblement émue, elle s'est recueillie et a même allumé un cierge pour la France. Tout un symbole. Une visite inédite À l'heure du déjeuner au New York Café de Budapest, un orchestre lui a fait la surprise de jouer La vie en rose d'Édith Piaf, ainsi que la musique du film Le Professionnel . La journée de lundi s'est terminée par un moment de recueillement devant le mémorial des Chaussures au bord du Danube, dédié aux victimes juives de la Shoah. >> LIRE AUSSI - Éric Zemmour, le caillou dans la chaussure de Marine Le Pen Autant dire que Marine Le Pen a tout fait pour que sa rencontre de ce mardi matin, suivie d'un déjeuner avec Viktor Orban, se passe au mieux. Surtout que c'est la première fois qu'elle rencontre le Premier ministre hongrois. L'enjeu de crédibilité est immense pour Marine Le Pen après la visite d'Éric Zemmour. Un voyage qui avait été très médiatisé .",,europe1,fr,"Budapest: crucial meeting for Marine Le Pen, received by Viktor Orban","Marine Le Pen is received on Tuesday by Hungarian ultraconservative leader Viktor Orban, an opportunity for both to hammer home their sovereignist message six months before delicate elections. A crucial meeting for the National Rally candidate, a few weeks after Éric Zemmour's visit.",0.8811066150665283,0.0561874695122242,0.06270596385002136,0.7947652339935303,0.09208697825670242,0.11314774304628372,0.5872077345848083,0.07842070609331131,0.33437150716781616,0.6113702058792114,0.12205270677804947,0.2665771245956421
331,27,Islam radical : Darmanin promet de dissoudre « sept structures d’ici à la fin de l’année »,https://www.sudouest.fr/islam-radical-darmanin-promet-de-dissoudre-sept-structures-d-ici-a-la-fin-de-l-annee-6717280.php,,,,"Gérald Darmanin a affirmé mardi 26 octobre en Conseil des ministres que « sept nouvelles structures », associations ou lieux de culte, seraient « dissoutes d’ici à la fin de l’année » pour propagation...",,2021-10-26 08:43:52,"Gérald Darmanin a affirmé mardi 26 octobre en Conseil des ministres que « sept nouvelles structures », associations ou lieux de culte, seraient « dissoutes d’ici à la fin de l’année » pour propagation de discours de haine et islamisme radical. Mercredi dernier, le Conseil des ministres a approuvé la dissolution de la Coordination contre le racisme et l’islamophobie qui, selon le ministre de l’Intérieur, appelait « à la haine, à la violence et à la discrimination ». Gérald Darmanin s’est félicité de la fermeture pour six mois de la mosquée d’Allonnes pour « pratique radicale de l’islam », signifiée lundi par le préfet de la Sarthe. « Les éléments recueillis montrent, a poursuivi le ministre, que les dirigeants des associations gestionnaires de la mosquée d’Allonnes ainsi que les imams y officiant promeuvent, par leurs discours, leurs prêches ou les ouvrages présents dans le lieu de culte, une pratique radicale de l’islam. » Gérald Darmanin a indiqué en outre que sur les 2 500 lieux de culte islamique répertoriés en France, « 92 étaient contrôlés car soupçonnés de séparatisme ». Sur ces 92 lieux, « 21, a-t-il dit, ont été fermés ».",,sudouest,fr,Radical Islam: Darmanin promises to dissolve “seven structures by the end of the year”,"Gérald Darmanin affirmed Tuesday October 26 in the Council of Ministers that “seven new structures”, associations or places of worship, would be “dissolved by the end of the year” for spreading...",0.27687567472457886,0.1316959261894226,0.5914283990859985,0.4836573302745819,0.13091221451759338,0.3854304552078247,0.22995318472385406,0.11324308067560196,0.6568037271499634,0.38138148188591003,0.18963924050331116,0.4289793074131012
332,28,"Restitution de 26 œuvres au Bénin : avant leur retour, une exposition spéciale au Quai Branly à Paris",https://www.sudouest.fr/international/restitution-de-26-oeuvres-au-benin-avant-leur-retour-une-exposition-speciale-au-quai-branly-a-paris-6717159.php,,,,"Le musée du Quai-Branly-Jacques-Chirac expose dès ce mardi 26 octobre, 26 œuvres d’art du trésor d’Abomey. Ces pièces, qui avaient été pillées durant l’ère coloniale, seront restituées au Bénin à la f...",,2021-10-26 08:43:32,"Le musée du Quai-Branly-Jacques-Chirac expose dès ce mardi 26 octobre, 26 œuvres d’art du trésor d’Abomey. Ces pièces, qui avaient été pillées durant l’ère coloniale, seront restituées au Bénin à la fin du mois. C’était l’une des promesses d’Emmanuel Macron en 2018 , lors de son discours à Ouagadougou au Burkina Faso. « D’ici cinq ans, je veux que les conditions soient réunies pour un retour du patrimoine africain à l’Afrique », annonçait-il. Fin 2020, une loi a été promulguée permettant le retour de ces biens culturels au Bénin. C’est la plus importante restitution d’objets de collections publiques à un pays africain. Ces 26 œuvres avaient été pillées dans le palais d’Abomey par les troupes coloniales en 1892. Le futur musée de cette ville du sud du pays exposera les restitutions et rendra hommage aux « amazones », les femmes guerrières du roi Béhanzin. Mercredi, Emmanuel Macron présidera la cérémonie au musée du Quai-Branly-Jacques-Chirac. Sénégal, Côte d’Ivoire, Éthiopie, Tchad, Mali, Madagascar ont soumis depuis 2019 des demandes de restitutions. Au moins 90 000 objets d’art d’Afrique subsaharienne sont dans les collections publiques françaises.",,sudouest,fr,"Restitution of 26 works in Benin: before their return, a special exhibition at the Quai Branly in Paris","The Quai-Branly-Jacques-Chirac museum is exhibiting 26 works of art from the Abomey treasure from this Tuesday, October 26. These pieces, which had been looted during the colonial era, will be returned to Benin at the end...",0.6163097620010376,0.2444813847541809,0.13920889794826508,0.5200140476226807,0.2835901379585266,0.19639581441879272,0.2770377993583679,0.17899832129478455,0.5439639091491699,0.3656580150127411,0.21497474610805511,0.419367253780365
333,32,Les députés votent une rallonge de 10 millions pour le haut niveau français,https://www.sudouest.fr/politique/les-deputes-votent-une-rallonge-de-10-millions-pour-le-haut-niveau-francais-6717293.php,,,,"L’amendement présenté par le gouvernement a été adopté dans le cadre du budget 2022. Ces 10 millions viennent compléter la dotation, stable par rapport à 2021, versée à l’Agence nationale du sport (AN...",,2021-10-26 08:40:05,"L’amendement présenté par le gouvernement a été adopté dans le cadre du budget 2022. Ces 10 millions viennent compléter la dotation, stable par rapport à 2021, versée à l’Agence nationale du sport (ANS), en charge du haut niveau et de la pratique pour tous. Il s’agit de moyens destinés à appuyer le plan de l’ANS sur le haut-niveau alors que l’objectif affiché notamment par le président de la République est désormais d’intégrer le Top 5 mondial, soit 70 médailles environ selon le classement des JO de Tokyo où la France est arrivée 8e avec 33 médailles. Certains acteurs du sport estiment que la préparation pour les JO de Paris a démarré trop tardivement et qu’elle est trop peu dotée financièrement au regard des objectifs. « C’est progressif, ce n’est pas décidé au pied levé », a assuré la ministre des Sports Roxana Maracineanu à l’occasion de l’examen du budget sport, en hausse à 987 millions d’euros (dont 296 millions pour les JO). Par ailleurs, les députés ont aussi adopté un amendement LREM - après le retrait d’un amendement identique du gouvernement - pour financer 100 des 200 millions d’euros du plan de 5 000 équipements sportifs de proximité d’ici 2024 annoncé par le président de la République. Le @gouvernementFR assume son rôle prépondérant pour la haute performance et augmente son soutien pour la réussite de nos athlètes en vue des Jeux de Pékin 2022 puis de #Paris2024 +10 millions pour la haute performance au PLF sport 2022 @Sports_gouv @Paris2024 @Agence_du_Sport « Les collectivités c’est 2 milliards d’euros d’investissement, vous nous annoncez 100 millions, c’est pas l’affaire du siècle », a taclé le député Bertrand Pancher (Libertés et territoires). Des « annonces bien tardives et étonnamment proches des échéances électorales de 2022 », a fustigé le député LFI Michel Larive pour qui l’essentiel du budget sport est « capté par les JO ». Par ailleurs, la ministre chargée des sports a redit que le manque à gagner sur la taxe sur les droits liés aux retransmissions télévisées (taxe Buffet) dû au scandale Mediapro, évaluée à 25 millions d’euros d’après les derniers chiffres, serait compensé.",,sudouest,fr,MPs vote for an extension of 10 million for the French high level,"The amendment presented by the government was adopted as part of the 2022 budget. These 10 million complete the allocation, stable compared to 2021, paid to the National Sports Agency (AN...",0.501538097858429,0.1474277526140213,0.35103416442871094,0.5352931618690491,0.18453237414360046,0.28017449378967285,0.6191790103912354,0.1562202274799347,0.22460077702999115,0.5271481871604919,0.19743575155735016,0.2754161059856415
334,36,"Critiques autour du rapport RTE: pour Pompili, Jadot est ""à la limite du complotisme""",https://www.bfmtv.com/politique/critiques-autour-du-rapport-rte-pour-pompili-jadot-est-a-la-limite-du-complotisme_AN-202110260147.html,,,,"La ministre de la Transition écologique a reproché à Yannick Jadot d'être ""à la limite du complotisme"", après que le candidat Vert ait accusé le gouvernement de ""manipulation"" d'un rapport très attendu sur l'énergie.",,2021-10-26 08:37:10,"La ministre de la Transition écologique a reproché à Yannick Jadot d'être ""à la limite du complotisme"", après que le candidat Vert ait accusé le gouvernement de ""manipulation"" d'un rapport très attendu sur l'énergie. ""Je trouve ça honteux."" La ministre de la Transition écologique n'a pas du tout apprécié les accusations de Yannick Jadot . Sur France Inter, ce mardi matin, Barbara Pompili l'a accusé d'être ""à la limite du complotisme."" ""Quelqu'un qui se présente à l'élection présidentielle ne devrait pas se comporter comme ça"", a-t-elle fustigé. Lundi, le candidat Vert avait accusé la présentation des scénarios du Réseau de transport électrique (RTE) d'être ""partielle et donc partiale"", dénonçant une ""manipulation du gouvernement"" sur son compte Twitter. Le gestionnaire du réseau électrique venait de rendre un rapport très attendu, sensé servir de base au gouvernement. Il comprend six scénarios pour atteindre la neutralité carbone dans la production d'électricité d'ici à 30 ans. ""Ce rapport remet en cause ses convictions"" ""Ce qu’il est en train de faire c’est simplement parce que ce rapport remet en cause ses convictions. C’est dénoncer le messager plutôt que de regarder le message, c’est très grave"", a blâmé Barbara Pompili. L'ex-EELV l'a invité à ""débattre du fond du rapport"", notamment sur la "" sobriété "". ""Tous les scénarios RTE nécessitent de baisser de 40 % notre consommation d’énergie"", a-t-elle pointé. Nina Jackowski",https://images.bfmtv.com/kJ0ntlf6NxlbDOggxsjOzygNT-w=/0x40:768x472/800x0/images/La-ministre-de-la-Transition-ecologique-Barbara-Pompili-a-Marseille-le-3-septembre-2021-pour-le-Congres-mondial-de-la-nature-1137993.jpg,bfmtv,fr,"Criticism around the RTE report: for Pompili, Jadot is ""on the verge of conspiracy""","The Minister of Ecological Transition criticized Yannick Jadot for being ""on the verge of conspiracy"", after the Green candidate accused the government of ""manipulation"" of a highly anticipated report on energy.",0.11758534610271454,0.07123781740665436,0.8111767768859863,0.0728556364774704,0.06215396523475647,0.8649904131889343,0.2480858713388443,0.14603309333324432,0.6058810353279114,0.10090187191963196,0.07699385285377502,0.822104275226593
335,64,Afrique. Pourquoi le coup d’État militaire au Soudan est tout sauf une surprise,https://www.bienpublic.com/defense-guerre-conflit/2021/10/26/pourquoi-le-coup-d-etat-militaire-au-soudan-n-est-pas-une-surprise,"['Défense - Guerre - Conflit', 'Politique', 'France - Monde', 'Fil Info']",,,"En écartant les civils par la force lundi, les militaires cherchent à garder leur mainmise sur le Soudan. Pour de nombreux experts, ce coup d’État largement condamné par la communauté internationale était attendu.",,2021-10-26 08:12:00,"""Pas de retour en arrière possible"", scandent les Soudanais toujours dans la rue mardi, au lendemain d'un coup d’État où au moins quatre manifestants ont été tués par les militaires . Dans la communauté internationale, on condamne fermement. Le Conseil de sécurité de l'ONU tiendra mardi après-midi une réunion d'urgence à huis clos. Pour autant, cette issue était attendue. L'arrestation, lundi, de la quasi-totalité des dirigeants civils de la transition par l'armée avec laquelle ils partageaient le pouvoir ""n'est pas une surprise », tranche ainsi Magdi al-Gizouli, chercheur au Rift Valley Institute. En plus de la grave crise économique et les pénuries qui rendent le pays instable, voici plusieurs signes précurseurs à ce putsch. Ce contenu est bloqué car vous n'avez pas accepté les traceurs. En cliquant sur « J’accepte » , les traceurs seront déposés et vous pourrez visualiser les contenus . En cliquant sur « J’accepte tous les traceurs » , vous autorisez des dépôts de traceurs pour le stockage de vos données sur nos sites et applications à des fins de personnalisation et de ciblage publicitaire. Vous gardez la possibilité de retirer votre consentement à tout moment. Gérer mes choix J'accepte J'accepte tous les traceurs Parce que les militaires veulent garder leur mainmise sur le pays En écartant les civils par la force, estiment des experts, les militaires cherchent à garder la mainmise au Soudan, où des manifestations massives rappellent pourtant que la rue veut en finir avec la férule de l'armée, au pouvoir quasiment sans discontinuer depuis l'indépendance. ""C'est une tentative des forces de sécurité de garder le contrôle de leurs intérêts économiques et politiques"", affirme le chercheur Jonas Horner, d'International Crisis Group. Revenons en 2019. Cette année-là, l'armée fait tomber le dictateur Omar el-Béchir , conformément au souhait de centaines de milliers de manifestants pro-démocratie. Après huit mois de répression sanglante (quelque 250 morts), les militaires concluent un accord jugé ""historique"" avec les civils : une période de transition de plus de trois ans s'ouvre avant un transfert du pouvoir aux civils et la tenue d'élections en 2022. La peur des militaires Les arrestations de lundi interviennent à moins d’un mois de la date prévue de transmission du pouvoir des militaires aux civils, fragilisant de facto cette période de transition. Même si l'officier qui a décrété l'état d'urgence a promis de rendre le pouvoir à un gouvernement civil à l'issue d'élections en juillet 2023. Le putsch ""montre avec clarté la peur des militaires d'un pouvoir civil dans un pays ayant passé 52 de ses 65 années d'indépendance sous le contrôle de l'armée"", martèle Jonas Horner. Le Soudan a obtenu son indépendance de l'administration britannique et égyptienne en 1956, alors que le pays formait encore un grand Soudan avec la partie sud qui s'est séparée, elle, en 2011 . Le 11 octobre, le président du Conseil souverain, le général Abdel Fattah Al-Burhan, avait déjà exigé la dissolution du gouvernement. “En théorie, il n’en a pas le pouvoir, c’est au Premier ministre, Abdallah Hamdok, que revient une telle décision. Mais cette déclaration met de l’huile sur le feu alors que le ton monte encore un peu plus chaque jour entre civils et militaires qui se partagent le pouvoir”, indiquait alors l'agence de presse américaine Bloomberg . Ce contenu est bloqué car vous n'avez pas accepté les traceurs. En cliquant sur « J’accepte » , les traceurs seront déposés et vous pourrez visualiser les contenus . En cliquant sur « J’accepte tous les traceurs » , vous autorisez des dépôts de traceurs pour le stockage de vos données sur nos sites et applications à des fins de personnalisation et de ciblage publicitaire. Vous gardez la possibilité de retirer votre consentement à tout moment. Gérer mes choix J'accepte J'accepte tous les traceurs Tweet Parce que les civils au pouvoir ne s'entendaient plus entre eux 2019 semble déjà bien loin. Ce coup d’État n'est pas non plus une surprise puisque la fracture était de plus en plus prégnante au sein même du camp civil. De quoi offrir une brèche à l'armée et au général Abdel Fattah al-Burhane, qui a dissous lundi les autorités de transition qu'il dirigeait. ""Avant, il y avait d'un côté l'armée et les paramilitaires, de l'autre les Forces de la liberté et du changement (FLC)"", bloc né de la révolte anti-Béchir, et enfin des ""groupes rebelles"", rappelle Magdi al-Gizouli. Mais ces rebelles ont finalement signé la paix avec Khartoum fin 2020 et les FLC se sont divisées. Aujourd'hui, les militaires, les rebelles et une faction séditieuse des FLC sont alignés. Ce coup d’État vient du coeur même du gouvernement C'est d'ailleurs un ministre, Jibril Ibrahim, en charge des Finances, qui a lancé les hostilités avec un sit-in entamé le 16 octobre pour réclamer un ""gouvernement militaire"". Aujourd'hui, la plupart de ses collègues sont détenus. ""Ce coup d'Etat vient du coeur même du gouvernement"", affirme M. Gizouli. Ce contenu est bloqué car vous n'avez pas accepté les traceurs. En cliquant sur « J’accepte » , les traceurs seront déposés et vous pourrez visualiser les contenus . En cliquant sur « J’accepte tous les traceurs » , vous autorisez des dépôts de traceurs pour le stockage de vos données sur nos sites et applications à des fins de personnalisation et de ciblage publicitaire. Vous gardez la possibilité de retirer votre consentement à tout moment. Gérer mes choix J'accepte J'accepte tous les traceurs Tweet Parce qu'il y a eu trop d'ingérence étrangère dans la transition, selon les Russes Alors que toute la communauté internationale dénonçait ce coup d'Etat lundi, Moscou voyait dans ce coup de force ""le résultat logique d'une politique ratée"" accompagnée d'""une ingérence étrangère d'ampleur"". ""Les autorités de transition et leurs parrains étrangers se moquaient dans la pratique du désespoir et de la situation pitoyable de la majeure partie de la population, a commenté le ministère russe des Affaires étrangères dans un communiqué. Une ingérence étrangère d’ampleur dans les affaires intérieures de la république a abouti à la perte de confiance des citoyens du Soudan envers les autorités de transition (…), provoquant une instabilité générale dans le pays."" Les Russes sont bien placés pour le dire puisque au même titre que les Turcs, les Américains ou les Saoudiens, ils s'y disputent l'influence sur les ports stratégiques de la Mer rouge. Le tout dans une zone de trafic qui les intéressent particulièrement. ""Il y reste (...) de bonnes terres agricoles, ajoute Thomas Flichy de la Neuville, enseignant-chercheur en géopolitique à la Rennes School of Business, dans une interview au Télégramme ce 25 octobre. Les meilleures sont accaparées par la Russie, l’Arabie saoudite ou encore les Émirats arabes unis, qui les achètent, afin de nourrir leurs propres populations."" La Turquie a ainsi obtenu, en 2017, la gestion du port de Suakin qu’elle s’est engagée à restaurer avec l’apport financier du Qatar. Par ailleurs, le Soudan est un pays producteur de pétrole ce qui attise les convoitises. Ce contenu est bloqué car vous n'avez pas accepté les traceurs. En cliquant sur « J’accepte » , les traceurs seront déposés et vous pourrez visualiser les contenus . En cliquant sur « J’accepte tous les traceurs » , vous autorisez des dépôts de traceurs pour le stockage de vos données sur nos sites et applications à des fins de personnalisation et de ciblage publicitaire. Vous gardez la possibilité de retirer votre consentement à tout moment. Gérer mes choix J'accepte J'accepte tous les traceurs Tweet Parce qu'il y avait déjà eu une tentative de putsch fin septembre Des centaines de milliers de manifestants, dont des ministres, s'étaient déjà rassemblés la semaine dernière dans plusieurs villes pour dénoncer la perspective d'un coup d’État militaire, sur fond de tensions croissantes entre l'armée et les autorités civiles de transition. Et la menace était bien réelle. Le 21 septembre, le Premier ministre soudanais, Abdallah Hamdok, annonçait avoir résisté à une tentative de coup d’État manquée contre son gouvernement de transition, rapportait Al-Jazeera . Cet épisode s’inscrivait dans une série de tentatives de putsch entrepris depuis un an dans la région du Sahel. Un manque absolu de leadership Interrogé par Al-Jazeera, le fondateur et président du Forum politique du Soudan, Walid Madibo, déplorait ainsi cette situation de crise : ""Il semble qu’il y ait un manque absolu de leadership et de vision qui pourraient sortir le pays de ce bourbier.” Le terreau du coup d’État de ce 25 octobre était déjà bien là. Défense - Guerre - Conflit Politique France - Monde Fil Info",https://cdn-s-www.bienpublic.com/images/42332A5B-781A-4AC6-8CC4-DA24A6EE3600/NW_listB/les-forces-de-securite-soudanaises-surveillent-alors-qu-elles-protegent-un-hopital-militaire-et-des-bureaux-du-gouvernement-lors-des-manifestations-contre-le-coup-d-etat-militaire-lundi-dans-la-ville-jumelle-de-la-capitale-omdurman-photo-afp-1635228208.jpg,bienpublic,fr,Africa. Why the military coup in Sudan is anything but a surprise,"By removing civilians by force on Monday, the military is seeking to maintain its control over Sudan. For many experts, this coup, widely condemned by the international community, was expected.",0.3757133483886719,0.28647488355636597,0.33781173825263977,0.462615966796875,0.2273419350385666,0.310042142868042,0.13060256838798523,0.10345222055912018,0.7659451961517334,0.1770164668560028,0.14321783185005188,0.6797657012939453
336,65,Afrique. Pourquoi le coup d’État militaire au Soudan est tout sauf une surprise,https://www.lejsl.com/defense-guerre-conflit/2021/10/26/pourquoi-le-coup-d-etat-militaire-au-soudan-n-est-pas-une-surprise,"['Défense - Guerre - Conflit', 'Politique', 'France - Monde', 'Fil Info']",,,"En écartant les civils par la force lundi, les militaires cherchent à garder leur mainmise sur le Soudan. Pour de nombreux experts, ce coup d’État largement condamné par la communauté internationale était attendu.",,2021-10-26 08:12:00,,https://cdn-s-www.lejsl.com/images/42332A5B-781A-4AC6-8CC4-DA24A6EE3600/NW_listB/les-forces-de-securite-soudanaises-surveillent-alors-qu-elles-protegent-un-hopital-militaire-et-des-bureaux-du-gouvernement-lors-des-manifestations-contre-le-coup-d-etat-militaire-lundi-dans-la-ville-jumelle-de-la-capitale-omdurman-photo-afp-1635228208.jpg,lejsl,fr,Africa. Why the military coup in Sudan is anything but a surprise,"By removing civilians by force on Monday, the military is seeking to maintain its control over Sudan. For many experts, this coup, widely condemned by the international community, was expected.",0.3757133483886719,0.28647488355636597,0.33781173825263977,0.462615966796875,0.2273419350385666,0.310042142868042,0.13060256838798523,0.10345222055912018,0.7659451961517334,0.1770164668560028,0.14321783185005188,0.6797657012939453
337,67,"Présidentielle 2022 : le début de campagne est ""violent"", estime Bruno Retailleau",https://www.francetvinfo.fr/sante/maladie/coronavirus/pass-sanitaire/presidentielle-2022-le-debut-de-campagne-est-violent-estime-brunoretailleau_4822079.html#xtor=RSS-3-[politique],,,,"Bruno Retailleau, président du groupe LR au Sénat, est l'invité des ""4 Vérités"" de France 2 mardi 26 octobre.",,2021-10-26 08:11:02,""" Il faut absolument faire en sorte qu'on débarrasse l'écologie des mains d'une gauche radicale. Si les Français ressentent que derrière l'écologie il y a une idéologie de classe, ils ne marcheront pas"" , assure Bruno Retailleau , président du groupe LR au Sénat, dans les ""4 vérités"" mardi 26 octobre. Bruno Retailleau regrette l' hypermétropolisation en France, "" qui a été la plus rapide et la plus brutale en Europe. C'est une erreur écologique. L'hypermétropolisation, c'est la déconnexion entre le lieu où on produit et le lieu où on consomme"". ""La violence est politique et médiatique "" Le Sénat ne veut pas prolonger le pass sanitaire jusqu'à l'été. "" On a dit aux Français que le pass sanitaire était provisoire. Nous ne voulons pas aller jusqu'en juillet 2022 et enjamber la présidentielle. On veut qu'on commence à sortir du pass sanitaire là où il y a un faible taux d'incidence et une forte vaccination"" , explique le sénateur LR. Il juge le "" début de campagne présidentielle violent, mais pas étonnant. La politique, la société est violente. Le style est celui des réseaux sociaux. La violence est politique et médiatique. Il n'y a plus de retenue"". Sur la campagne des Républicains , Bruno Retailleau estime que le "" calendrier s'étale trop, on a créé du vide et ce vide profite à Éric Zemmour"". ""J'aurais voulu une vraie primaire, où tous les Français qui se reconnaissent dans nos convictions auraient pu participer parce que ça donne un élan, une légitimité "", conclut-il.",https://www.francetvinfo.fr/image/75wtf3v40-7871/600/337/25685365.jpg,francetvinfo,fr,"2022 presidential election: the start of the campaign is “violent”, believes Bruno Retailleau","Bruno Retaileau, president of the LR group in the Senate, is the guest of “4 Vérités” on France 2 on Tuesday October 26.",0.0239384938031435,0.03325335308909416,0.9428081512451172,0.032858844846487045,0.04114406928420067,0.9259971380233765,0.516507089138031,0.20007269084453583,0.28342026472091675,0.5449949502944946,0.18817363679409027,0.26683148741722107
